Ativo,Estrategia,Original_Signal,Executed_Dir,Entry_Date,Date,Entry_Price,Exit_Price,Hold_Days,Exit_Reason,Metric,PNL,Return_%
SUZB3,OU_MR,Buy,Sell,2025-09-12,2025-09-17,50.33,49.84,4,Time Exit,HL:4.7,486.79,0.97
CPLE3,OU_MR,Sell,Buy,2025-09-16,2025-09-17,11.04,11.23,2,Time Exit,HL:2.7,860.51,1.72
MBRF3,OU_MR,Sell,Buy,2025-09-16,2025-09-17,26.22,26.91,2,Time Exit,HL:2.3,1315.79,2.63
MOVI3,OU_MR,Sell,Buy,2025-09-12,2025-09-18,7.78,8.26,5,Time Exit,HL:5.9,3084.83,6.17
BRAP4,OU_MR,Sell,Buy,2025-09-10,2025-09-18,14.94,15.22,7,Time Exit,HL:7.4,937.08,1.87
ARML3,OU_MR,Buy,Sell,2025-09-17,2025-09-18,3.45,3.46,2,Time Exit,HL:3.0,-144.93,-0.29
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-17,2025-09-18,142.6,142.53,1,Daily Cash MtM,Beta,-151.73,-0.0491
ALPA4,OU_MR,Sell,Buy,2025-09-08,2025-09-18,9.06,8.52,9,Time Exit,HL:9.3,-2980.13,-5.96
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-18,2025-09-19,142.53,142.79,1,Daily Cash MtM,Beta,656.33,0.1824
ANIM3,OU_MR,Sell,Buy,2025-09-08,2025-09-19,3.67,3.56,10,Time Exit,HL:10.6,-1498.64,-3.0
BBDC3,OU_MR,Sell,Buy,2025-09-09,2025-09-19,13.75,14.19,9,Time Exit,HL:9.4,1600.0,3.2
EGIE3,OU_MR,Sell,Buy,2025-09-11,2025-09-19,29.16,29.69,7,Time Exit,HL:7.5,908.78,1.82
BRSR6,OU_MR,Sell,Buy,2025-09-15,2025-09-19,10.79,11.08,5,Time Exit,HL:5.8,1343.84,2.69
CYRE3,VWAP_Divergence,Sell,Buy,2025-09-15,2025-09-19,28.26,28.26,5,Time Exit,Div:12.2%,0.0,0.0
CPLE3,OU_MR,Sell,Buy,2025-09-18,2025-09-22,11.25,11.24,3,Time Exit,HL:3.4,-44.44,-0.09
ASAI3,OU_MR,Sell,Buy,2025-09-19,2025-09-22,10.2,9.67,2,Time Exit,HL:2.1,-2598.04,-5.2
DASA3,OU_MR,Sell,Buy,2025-09-18,2025-09-22,1.36,1.35,3,Time Exit,HL:3.7,-367.65,-0.74
LJQQ3,OU_MR,Sell,Buy,2025-09-17,2025-09-22,2.75,2.6,4,Time Exit,HL:4.5,-2727.27,-5.45
HBRE3,Vol_Climax,Sell,Buy,2025-09-16,2025-09-22,3.2,3.11,5,Time Exit,Vz:3.7,-1406.25,-2.81
GGBR4,Vol_Climax,Buy,Sell,2025-09-16,2025-09-22,16.48,16.42,5,Time Exit,Vz:2.9,182.04,0.36
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-19,2025-09-22,142.79,141.99,1,Daily Cash MtM,Beta,-2312.79,-0.5603
HBSA3,Keltner_Squeeze,Sell,Buy,2025-09-12,2025-09-22,3.41,3.36,7,Time Exit,SqueezeBrk_Dn,-733.14,-1.47
B3SA3,OU_MR,Sell,Buy,2025-09-09,2025-09-22,12.64,12.99,10,Time Exit,HL:10.8,1384.49,2.77
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-22,2025-09-23,141.99,143.33,1,Daily Cash MtM,Beta,5230.02,0.9437
CSED3,OU_MR,Sell,Buy,2025-09-19,2025-09-23,4.85,4.72,3,Time Exit,HL:3.3,-1340.21,-2.68
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-23,2025-09-24,143.33,143.42,1,Daily Cash MtM,Beta,130.65,0.0628
ESPA3,OU_MR,Sell,Buy,2025-09-22,2025-09-24,1.31,1.18,3,Stop Loss,HL:9.8,-4961.83,-9.92
MYPK3,OU_MR,Buy,Sell,2025-09-22,2025-09-24,12.43,11.84,3,Time Exit,HL:3.2,2373.29,4.75
ARML3,OU_MR,Buy,Sell,2025-09-23,2025-09-24,3.32,3.48,2,Time Exit,HL:2.5,-2409.64,-4.82
DXCO3,OU_MR,Sell,Buy,2025-09-22,2025-09-25,5.34,5.14,4,Time Exit,HL:4.2,-1872.66,-3.75
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-24,2025-09-25,143.42,142.28,1,Daily Cash MtM,Beta,-2410.12,-0.7949
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-25,2025-09-26,142.28,142.44,1,Daily Cash MtM,Beta,223.71,0.1125
BBAS3,OU_MR,Sell,Buy,2025-09-15,2025-09-26,21.97,21.75,10,Time Exit,HL:10.3,-500.68,-1.0
CEAB3,OU_MR,Sell,Buy,2025-09-18,2025-09-26,17.2,16.34,7,Time Exit,HL:7.9,-2500.0,-5.0
CMIG4,OU_MR,Sell,Buy,2025-09-19,2025-09-26,10.56,10.46,6,Time Exit,HL:6.1,-473.48,-0.95
COGN3,OU_MR,Sell,Buy,2025-09-19,2025-09-26,2.74,2.8,6,Time Exit,HL:6.8,1094.89,2.19
BRKM5,OU_MR,Buy,Sell,2025-09-23,2025-09-26,8.4,7.35,4,Take Profit,HL:6.6,6250.0,12.5
CPFE3,OU_MR,Sell,Buy,2025-09-26,2025-09-29,39.29,39.12,2,Time Exit,HL:2.6,-216.34,-0.43
AXIA6,VWAP_Divergence,Sell,Buy,2025-09-23,2025-09-29,40.15,42.58,5,Time Exit,Div:9.1%,3026.15,6.05
CMIG3,Vol_Climax,Buy,Sell,2025-09-23,2025-09-29,13.8,13.78,5,Time Exit,Vz:3.7,72.46,0.14
INTB3,OU_MR,Sell,Buy,2025-09-17,2025-09-29,12.14,10.92,9,Stop Loss,HL:11.1,-5024.71,-10.05
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-26,2025-09-29,142.44,143.45,1,Daily Cash MtM,Beta,2857.69,0.7091
AXIA3,VWAP_Divergence,Sell,Buy,2025-09-23,2025-09-29,48.26,51.06,5,Time Exit,Div:9.4%,2900.95,5.8
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-29,2025-09-30,143.45,143.24,1,Daily Cash MtM,Beta,-595.26,-0.1464
ABEV3,OU_MR,Sell,Buy,2025-09-15,2025-09-30,11.28,10.82,12,Time Exit,HL:12.8,-2039.01,-4.08
CSAN3,Vol_Climax,Buy,Sell,2025-09-24,2025-09-30,6.37,6.17,5,Time Exit,Vz:3.4,1569.86,3.14
ARML3,OU_MR,Buy,Sell,2025-09-29,2025-10-01,3.42,3.27,3,Time Exit,HL:3.7,2192.98,4.39
BRBI11,Vol_Climax,Sell,Buy,2025-09-25,2025-10-01,18.1,17.29,5,Time Exit,Vz:4.1,-2237.57,-4.48
CMIN3,OU_MR,Sell,Buy,2025-09-25,2025-10-01,5.1,5.37,5,Time Exit,HL:5.6,2647.06,5.29
LWSA3,OU_MR,Sell,Buy,2025-09-22,2025-10-01,4.34,4.06,8,Time Exit,HL:8.2,-3225.81,-6.45
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-09-30,2025-10-01,143.24,142.52,1,Daily Cash MtM,Beta,-1284.65,-0.5027
BBSE3,OU_MR,Sell,Buy,2025-09-23,2025-10-01,31.03,31.08,7,Time Exit,HL:7.5,80.57,0.16
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-01,2025-10-02,142.52,140.99,1,Daily Cash MtM,Beta,-4334.35,-1.0735
LREN3,OU_MR,Sell,Buy,2025-09-22,2025-10-02,15.99,14.38,9,Stop Loss,HL:9.2,-5034.4,-10.07
ALUP11,OU_MR,Sell,Buy,2025-09-23,2025-10-02,30.5,30.97,8,Time Exit,HL:8.2,770.49,1.54
PSSA3,OU_MR,Buy,Sell,2025-09-30,2025-10-02,47.77,46.96,3,Time Exit,HL:3.2,847.81,1.7
CEAB3,OU_MR,Buy,Sell,2025-10-02,2025-10-03,15.6,15.22,2,Time Exit,HL:2.5,1217.95,2.44
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-02,2025-10-03,140.99,141.22,1,Daily Cash MtM,Beta,482.86,0.1631
CPLE3,OU_MR,Sell,Buy,2025-09-23,2025-10-03,11.28,11.09,9,Time Exit,HL:9.1,-842.2,-1.68
ASAI3,Vol_Climax,Buy,Sell,2025-09-29,2025-10-03,9.55,8.94,5,Time Exit,Vz:3.1,3193.72,6.39
ISAE4,Vol_Climax,Sell,Buy,2025-09-30,2025-10-06,23.79,23.22,5,Time Exit,Vz:3.3,-1197.98,-2.4
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-03,2025-10-06,141.22,140.67,1,Daily Cash MtM,Beta,-1168.58,-0.3895
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-06,2025-10-07,140.67,138.45,1,Daily Cash MtM,Beta,-3119.74,-1.5782
CVCB3,OU_MR,Buy,Sell,2025-09-29,2025-10-07,1.99,1.74,7,Take Profit,HL:8.9,6281.41,12.56
GMAT3,OU_MR,Buy,Sell,2025-09-29,2025-10-07,6.85,6.39,7,Time Exit,HL:7.2,3357.66,6.72
RAIZ4,OU_MR,Buy,Sell,2025-09-30,2025-10-07,1.04,0.91,6,Take Profit,HL:13.0,6250.0,12.5
RAPT4,OU_MR,Buy,Sell,2025-09-30,2025-10-07,6.16,5.57,6,Time Exit,HL:6.9,4788.96,9.58
GFSA3,Vol_Climax,Buy,Sell,2025-10-01,2025-10-07,8.16,7.14,5,Take Profit,Vz:3.1,6250.0,12.5
AZZA3,OU_MR,Buy,Sell,2025-10-02,2025-10-07,26.89,23.54,4,Take Profit,HL:7.3,6229.08,12.46
LJQQ3,OU_MR,Buy,Sell,2025-10-02,2025-10-07,2.29,2.1,4,Time Exit,HL:4.9,4148.47,8.3
ANIM3,OU_MR,Buy,Sell,2025-10-06,2025-10-08,3.26,3.07,3,Time Exit,HL:3.3,2914.11,5.83
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-07,2025-10-08,138.45,139.2,1,Daily Cash MtM,Beta,2881.19,0.5417
BBSE3,OU_MR,Sell,Buy,2025-10-03,2025-10-08,30.74,30.48,4,Time Exit,HL:4.5,-422.9,-0.85
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-08,2025-10-09,139.2,138.75,1,Daily Cash MtM,Beta,-928.57,-0.3233
CXSE3,OU_MR,Sell,Buy,2025-09-25,2025-10-09,14.07,14.29,11,Time Exit,HL:11.6,781.81,1.56
DIRR3,Keltner_Squeeze,Buy,Sell,2025-10-01,2025-10-09,14.63,13.54,7,Time Exit,SqueezeBrk_Up,3725.22,7.45
ARML3,OU_MR,Buy,Sell,2025-10-06,2025-10-09,3.14,2.81,4,Time Exit,HL:4.5,5254.78,10.51
GGBR4,OU_MR,Sell,Buy,2025-10-08,2025-10-10,16.98,16.99,3,Time Exit,HL:3.8,29.45,0.06
CEAB3,OU_MR,Buy,Sell,2025-10-08,2025-10-10,14.63,14.55,3,Time Exit,HL:3.5,273.41,0.55
DXCO3,OU_MR,Buy,Sell,2025-10-08,2025-10-10,4.71,4.46,3,Time Exit,HL:3.0,2653.93,5.31
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-09,2025-10-10,138.75,137.81,1,Daily Cash MtM,Beta,-2344.57,-0.6775
BRKM5,OU_MR,Buy,Sell,2025-09-30,2025-10-10,6.66,6.27,9,Time Exit,HL:9.6,2927.93,5.86
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-10,2025-10-13,137.81,138.75,1,Daily Cash MtM,Beta,2725.76,0.6821
CBAV3,OU_MR,Sell,Buy,2025-10-08,2025-10-13,4.16,4.68,4,Take Profit,HL:12.1,6250.0,12.5
DASA3,OU_MR,Sell,Buy,2025-10-08,2025-10-13,1.39,1.31,4,Time Exit,HL:4.5,-2877.7,-5.76
ANIM3,OU_MR,Buy,Sell,2025-10-09,2025-10-13,3.15,3.07,3,Time Exit,HL:3.6,1269.84,2.54
ASAI3,OU_MR,Buy,Sell,2025-10-09,2025-10-14,8.58,8.08,4,Time Exit,HL:4.2,2913.75,5.83
DXCO3,OU_MR,Buy,Sell,2025-10-13,2025-10-14,4.48,4.44,2,Time Exit,HL:2.9,446.43,0.89
BRAV3,OU_MR,Buy,Sell,2025-10-07,2025-10-14,17.5,15.65,6,Time Exit,HL:6.7,5285.71,10.57
KEPL3,OU_MR,Buy,Sell,2025-09-29,2025-10-14,7.14,6.88,12,Time Exit,HL:12.1,1820.73,3.64
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-13,2025-10-14,138.75,138.74,1,Daily Cash MtM,Beta,-25.71,-0.0072
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-14,2025-10-15,138.74,139.49,1,Daily Cash MtM,Beta,2256.5,0.5406
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-15,2025-10-16,139.49,139.16,1,Daily Cash MtM,Beta,-519.71,-0.2366
AURE3,OU_MR,Buy,Sell,2025-10-03,2025-10-16,10.08,10.77,10,Time Exit,HL:10.8,-3422.62,-6.85
BHIA3,OU_MR,Buy,Sell,2025-10-06,2025-10-16,3.53,3.09,9,Take Profit,HL:14.0,6232.29,12.46
BRAP4,Keltner_Squeeze,Buy,Sell,2025-10-08,2025-10-16,15.24,15.34,7,Time Exit,SqueezeBrk_Up,-328.08,-0.66
DESK3,Vol_Climax,Sell,Buy,2025-10-10,2025-10-16,12.7,14.28,5,Take Profit,Vz:2.6,6220.47,12.44
CMIG4,OU_MR,Buy,Sell,2025-10-13,2025-10-17,10.03,10.28,5,Time Exit,HL:5.9,-1246.26,-2.49
ABEV3,OU_MR,Buy,Sell,2025-10-03,2025-10-17,10.59,11.09,11,Time Exit,HL:11.1,-2360.72,-4.72
CMIN3,OU_MR,Sell,Buy,2025-10-02,2025-10-17,5.36,5.34,12,Time Exit,HL:12.9,-186.57,-0.37
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-16,2025-10-17,139.16,140.4,1,Daily Cash MtM,Beta,3812.47,0.8911
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-17,2025-10-20,140.4,141.27,1,Daily Cash MtM,Beta,2341.59,0.6197
HBSA3,OU_MR,Sell,Buy,2025-10-17,2025-10-21,3.88,4.08,3,Time Exit,HL:3.3,2577.32,5.15
BBSE3,OU_MR,Buy,Sell,2025-10-17,2025-10-21,29.59,29.72,3,Time Exit,HL:4.0,-219.67,-0.44
GGBR4,OU_MR,Sell,Buy,2025-10-15,2025-10-21,17.26,17.82,5,Time Exit,HL:5.8,1622.25,3.24
DESK3,VWAP_Divergence,Sell,Buy,2025-10-20,2025-10-21,14.97,13.47,2,Stop Loss,Div:24.9%,-5010.02,-10.02
JALL3,OU_MR,Buy,Sell,2025-10-02,2025-10-21,2.77,2.68,14,Time Exit,HL:14.6,1624.55,3.25
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-20,2025-10-21,141.27,141.17,1,Daily Cash MtM,Beta,-162.98,-0.0708
CYRE3,Keltner_Squeeze,Sell,Buy,2025-10-13,2025-10-21,26.82,27.42,7,Time Exit,SqueezeBrk_Dn,1118.57,2.24
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-21,2025-10-22,141.17,141.88,1,Daily Cash MtM,Beta,2674.52,0.5029
CSNA3,OU_MR,Sell,Buy,2025-10-08,2025-10-22,8.5,8.61,11,Time Exit,HL:11.2,647.06,1.29
BBAS3,OU_MR,Buy,Sell,2025-10-10,2025-10-22,20.9,20.37,9,Time Exit,HL:9.8,1267.94,2.54
MLAS3,OU_MR,Buy,Sell,2025-10-20,2025-10-22,0.86,0.95,3,Stop Loss,HL:3.9,-5232.56,-10.47
DXCO3,OU_MR,Buy,Sell,2025-10-15,2025-10-23,4.43,4.71,7,Time Exit,HL:7.8,-3160.27,-6.32
CPFE3,OU_MR,Sell,Buy,2025-10-22,2025-10-23,40.38,40.68,2,Time Exit,HL:2.9,371.47,0.74
ECOR3,Vol_Climax,Sell,Buy,2025-10-17,2025-10-23,7.58,7.9,5,Time Exit,Vz:2.7,2110.82,4.22
DIRR3,OU_MR,Buy,Sell,2025-10-15,2025-10-23,13.18,14.51,7,Stop Loss,HL:14.1,-5045.52,-10.09
CSMG3,Vol_Climax,Sell,Buy,2025-10-17,2025-10-23,34.62,35.25,5,Time Exit,Vz:3.8,909.88,1.82
ENGI11,OU_MR,Buy,Sell,2025-10-13,2025-10-23,43.05,45.88,9,Time Exit,HL:9.7,-3286.88,-6.57
CURY3,OU_MR,Buy,Sell,2025-10-10,2025-10-23,28.64,30.26,10,Time Exit,HL:11.0,-2828.21,-5.66
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-22,2025-10-23,141.88,142.68,1,Daily Cash MtM,Beta,2148.99,0.5638
GMAT3,OU_MR,Buy,Sell,2025-10-14,2025-10-23,6.25,6.22,8,Time Exit,HL:8.8,240.0,0.48
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-23,2025-10-24,142.68,143.0,1,Daily Cash MtM,Beta,1396.36,0.2243
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-24,2025-10-27,143.0,144.0,1,Daily Cash MtM,Beta,1915.98,0.6993
EZTC3,OU_MR,Buy,Sell,2025-10-14,2025-10-27,11.6,12.77,10,Stop Loss,HL:14.7,-5043.1,-10.09
CBAV3,OU_MR,Sell,Buy,2025-10-15,2025-10-27,4.76,5.35,9,Take Profit,HL:13.3,6197.48,12.39
ALPA4,OU_MR,Sell,Buy,2025-10-22,2025-10-27,8.84,9.14,4,Time Exit,HL:4.9,1696.83,3.39
PGMN3,OU_MR,Sell,Buy,2025-10-24,2025-10-28,3.72,3.61,3,Time Exit,HL:3.7,-1478.49,-2.96
AURE3,OU_MR,Sell,Buy,2025-10-23,2025-10-28,11.4,11.04,4,Time Exit,HL:5.0,-1578.95,-3.16
HAPV3,OU_MR,Buy,Sell,2025-10-14,2025-10-28,33.66,32.14,11,Time Exit,HL:11.0,2257.87,4.52
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-27,2025-10-28,144.0,144.32,1,Daily Cash MtM,Beta,841.69,0.2222
CAML3,Vol_Climax,Sell,Buy,2025-10-22,2025-10-28,5.49,5.41,5,Time Exit,Vz:3.3,-728.6,-1.46
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-28,2025-10-29,144.32,145.3,1,Daily Cash MtM,Beta,2906.75,0.679
BRAV3,Vol_Climax,Buy,Sell,2025-10-23,2025-10-29,15.2,14.47,5,Time Exit,Vz:3.2,2401.32,4.8
DESK3,Vol_Climax,Buy,Sell,2025-10-23,2025-10-29,15.84,15.68,5,Time Exit,Vz:3.5,505.05,1.01
CPFE3,OU_MR,Sell,Buy,2025-10-24,2025-10-29,40.82,41.56,4,Time Exit,HL:4.2,906.42,1.81
WEGE3,OU_MR,Sell,Buy,2025-10-24,2025-10-30,39.94,39.9,5,Time Exit,HL:5.8,-50.08,-0.1
DASA3,OU_MR,Sell,Buy,2025-10-29,2025-10-30,1.65,1.74,2,Time Exit,HL:2.7,2727.27,5.45
VLID3,Vol_Climax,Sell,Buy,2025-10-24,2025-10-30,20.24,20.77,5,Time Exit,Vz:4.1,1309.29,2.62
ASAI3,VWAP_Divergence,Buy,Sell,2025-10-24,2025-10-30,8.07,8.45,5,Time Exit,Div:-9.7%,-2354.4,-4.71
BRAP4,Keltner_Squeeze,Buy,Sell,2025-10-22,2025-10-30,15.69,16.2,7,Time Exit,SqueezeBrk_Up,-1625.24,-3.25
BPAC11,OU_MR,Buy,Sell,2025-10-20,2025-10-30,46.09,48.54,9,Time Exit,HL:9.6,-2657.84,-5.32
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-29,2025-10-30,145.3,145.7,1,Daily Cash MtM,Beta,1059.27,0.2753
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-30,2025-10-31,145.7,146.41,1,Daily Cash MtM,Beta,2598.29,0.4873
SAPR11,OU_MR,Buy,Sell,2025-10-24,2025-10-31,33.51,34.03,6,Time Exit,HL:6.8,-775.89,-1.55
CMIG4,OU_MR,Sell,Buy,2025-10-30,2025-10-31,10.54,10.74,2,Time Exit,HL:2.5,948.77,1.9
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-10-31,2025-11-03,146.41,147.37,1,Daily Cash MtM,Beta,2202.88,0.6557
BRSR6,OU_MR,Sell,Buy,2025-10-22,2025-11-03,11.5,12.93,9,Take Profit,HL:14.4,6217.39,12.43
ALPA4,OU_MR,Sell,Buy,2025-10-28,2025-11-03,9.13,8.73,5,Time Exit,HL:5.0,-2190.58,-4.38
CASH3,OU_MR,Sell,Buy,2025-10-29,2025-11-04,4.7,4.23,5,Stop Loss,HL:9.6,-5000.0,-10.0
BEEF3,Keltner_Squeeze,Buy,Sell,2025-10-27,2025-11-04,6.94,7.24,7,Time Exit,SqueezeBrk_Up,-2161.38,-4.32
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-03,2025-11-04,147.37,147.53,1,Daily Cash MtM,Beta,371.53,0.1086
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-04,2025-11-05,147.53,150.38,1,Daily Cash MtM,Beta,6479.4,1.9318
CPLE3,OU_MR,Sell,Buy,2025-10-22,2025-11-05,11.67,12.74,11,Time Exit,HL:11.9,4584.4,9.17
BRKM5,Keltner_Squeeze,Buy,Sell,2025-10-28,2025-11-05,7.2,6.73,7,Time Exit,SqueezeBrk_Up,3263.89,6.53
COGN3,OU_MR,Sell,Buy,2025-10-28,2025-11-05,3.0,3.37,7,Take Profit,HL:7.9,6166.67,12.33
BPAC11,OU_MR,Sell,Buy,2025-10-31,2025-11-05,48.92,49.76,4,Time Exit,HL:4.1,858.54,1.72
BEEF3,OU_MR,Sell,Buy,2025-11-06,2025-11-06,6.96,6.26,1,Stop Loss,HL:14.7,-5028.74,-10.06
ANIM3,OU_MR,Sell,Buy,2025-11-04,2025-11-06,3.3,3.32,3,Time Exit,HL:3.7,303.03,0.61
BBAS3,OU_MR,Sell,Buy,2025-11-03,2025-11-06,21.65,22.48,4,Time Exit,HL:4.4,1916.86,3.83
ABEV3,OU_MR,Sell,Buy,2025-11-03,2025-11-06,11.56,11.71,4,Time Exit,HL:4.1,648.79,1.3
ITSA4,OU_MR,Sell,Buy,2025-10-31,2025-11-06,10.49,10.72,5,Time Exit,HL:5.2,1096.28,2.19
ENEV3,Keltner_Squeeze,Buy,Sell,2025-10-29,2025-11-06,17.84,19.16,7,Time Exit,SqueezeBrk_Up,-3699.55,-7.4
GGBR4,Vol_Climax,Sell,Buy,2025-10-31,2025-11-06,18.48,18.73,5,Time Exit,Vz:2.5,676.41,1.35
EZTC3,VWAP_Divergence,Sell,Buy,2025-10-31,2025-11-06,13.81,13.83,5,Time Exit,Div:10.5%,72.41,0.14
MOTV3,OU_MR,Sell,Buy,2025-10-24,2025-11-06,15.18,16.02,10,Time Exit,HL:10.9,2766.8,5.53
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-05,2025-11-06,150.38,150.1,1,Daily Cash MtM,Beta,-850.46,-0.1862
HYPE3,OU_MR,Sell,Buy,2025-10-31,2025-11-06,25.05,24.11,5,Time Exit,HL:5.3,-1876.25,-3.75
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-06,2025-11-07,150.1,150.8,1,Daily Cash MtM,Beta,3510.63,0.4664
AURE3,OU_MR,Sell,Buy,2025-10-29,2025-11-07,11.07,11.32,8,Time Exit,HL:8.1,1129.18,2.26
CMIN3,Keltner_Squeeze,Buy,Sell,2025-10-30,2025-11-07,5.72,5.55,7,Time Exit,SqueezeBrk_Up,1486.01,2.97
B3SA3,OU_MR,Sell,Buy,2025-11-05,2025-11-07,12.45,12.56,3,Time Exit,HL:3.8,441.77,0.88
BBSE3,OU_MR,Sell,Buy,2025-11-05,2025-11-07,31.34,31.47,3,Time Exit,HL:3.3,207.4,0.41
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-07,2025-11-10,150.8,152.25,1,Daily Cash MtM,Beta,4418.82,0.9615
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-10,2025-11-11,152.25,154.8,1,Daily Cash MtM,Beta,4421.29,1.6749
ANIM3,OU_MR,Sell,Buy,2025-11-07,2025-11-11,3.47,3.9,3,Take Profit,HL:3.4,6195.97,12.39
ASAI3,Keltner_Squeeze,Buy,Sell,2025-11-07,2025-11-11,8.52,9.38,3,Stop Loss,SqueezeBrk_Up,-5046.95,-10.09
B3SA3,OU_MR,Sell,Buy,2025-11-10,2025-11-12,12.63,13.67,3,Time Exit,HL:3.9,4117.18,8.23
ECOR3,OU_MR,Sell,Buy,2025-11-07,2025-11-12,8.41,9.46,4,Take Profit,HL:9.4,6242.57,12.49
BBAS3,OU_MR,Sell,Buy,2025-11-07,2025-11-12,22.46,22.43,4,Time Exit,HL:4.9,-66.79,-0.13
CPFE3,OU_MR,Sell,Buy,2025-10-30,2025-11-12,41.61,45.49,10,Time Exit,HL:10.1,4662.34,9.32
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-11,2025-11-12,154.8,154.44,1,Daily Cash MtM,Beta,-859.41,-0.2326
HBOR3,OU_MR,Sell,Buy,2025-10-31,2025-11-12,3.83,3.45,9,Stop Loss,HL:13.0,-4960.84,-9.92
DASA3,VWAP_Divergence,Sell,Buy,2025-11-07,2025-11-13,1.88,1.92,5,Time Exit,Div:19.2%,1063.83,2.13
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-12,2025-11-13,154.44,154.1,1,Daily Cash MtM,Beta,-1163.88,-0.2201
ALOS3,OU_MR,Sell,Buy,2025-11-04,2025-11-13,23.75,27.13,8,Take Profit,HL:10.2,7115.79,14.23
CMIG4,OU_MR,Sell,Buy,2025-11-06,2025-11-13,11.2,11.24,6,Time Exit,HL:6.5,178.57,0.36
BMGB4,Vol_Climax,Sell,Buy,2025-11-07,2025-11-13,3.8,3.95,5,Time Exit,Vz:3.2,1973.68,3.95
CEAB3,Vol_Climax,Sell,Buy,2025-11-07,2025-11-13,15.67,16.4,5,Time Exit,Vz:3.0,2329.29,4.66
ANIM3,OU_MR,Sell,Buy,2025-11-12,2025-11-14,3.87,3.48,3,Stop Loss,HL:4.2,-5038.76,-10.08
BEEF3,Vol_Climax,Buy,Sell,2025-11-10,2025-11-14,6.03,6.35,5,Time Exit,Vz:4.0,-2653.4,-5.31
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-13,2025-11-14,154.1,154.34,1,Daily Cash MtM,Beta,841.26,0.1557
CXSE3,Keltner_Squeeze,Buy,Sell,2025-11-06,2025-11-14,14.67,15.17,7,Time Exit,SqueezeBrk_Up,-1704.16,-3.41
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-14,2025-11-17,154.34,153.79,1,Daily Cash MtM,Beta,-1538.13,-0.3564
EGIE3,OU_MR,Sell,Buy,2025-11-10,2025-11-18,30.51,30.77,7,Time Exit,HL:7.1,426.09,0.85
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-11-17,2025-11-18,153.79,153.53,1,Daily Cash MtM,Beta,-473.51,-0.1691
