Ativo	Entry_Date	Date	tranches_deployed	vwap_entry	exit_price	PNL	return_pct	exit_reason
CASH_SWEEP_BOVA11	2022-05-16	2022-05-17	0	104.40	104.90	4,500.45	0.48	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-17	2022-05-18	0	104.90	102.21	-24,212.44	-2.56	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-18	2022-05-19	0	102.21	103.08	7,830.81	0.85	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-19	2022-05-20	0	103.08	104.66	14,221.44	1.53	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-20	2022-05-23	0	104.66	106.76	18,901.88	2.01	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-23	2022-05-24	0	106.76	106.64	-1,080.13	-0.11	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-24	2022-05-25	0	106.64	106.66	180.06	0.02	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-25	2022-05-26	0	106.66	108.02	12,241.16	1.28	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-26	2022-05-27	0	108.02	107.90	-1,069.40	-0.11	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-27	2022-05-30	0	107.90	106.92	-8,645.51	-0.91	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-30	2022-05-31	0	106.92	107.18	2,293.72	0.24	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-05-31	2022-06-01	0	107.18	107.47	2,532.32	0.27	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-01	2022-06-02	0	107.47	108.43	8,296.51	0.89	Daily Cash MtM
MBRF3	2022-05-27	2022-06-03	2	10.53	11.59	1,935.11	10.01	Take Profit
CASH_SWEEP_BOVA11	2022-06-02	2022-06-03	0	108.43	107.48	-8,396.32	-0.88	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-03	2022-06-06	0	107.48	106.42	-9,079.45	-0.99	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-06	2022-06-07	0	106.42	106.15	-2,091.49	-0.25	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-07	2022-06-08	0	106.15	104.60	-10,609.09	-1.46	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-08	2022-06-09	0	104.60	103.68	-5,624.62	-0.88	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-09	2022-06-10	0	103.68	101.82	-10,184.75	-1.79	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-10	2022-06-13	0	101.82	99.12	-11,541.95	-2.65	Daily Cash MtM
ENGI11	2022-06-14	2022-06-20	1	31.82	33.71	546.89	5.94	Take Profit
WEGE3	2022-06-09	2022-06-22	2	21.79	22.73	819.93	4.32	Take Profit
CASH_SWEEP_BOVA11	2022-06-21	2022-06-22	0	96.40	96.03	-45.36	-0.38	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-22	2022-06-23	0	96.03	94.66	-42.57	-1.43	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-06-23	2022-06-24	0	94.66	95.47	283.69	0.86	Daily Cash MtM
INTB3	2022-06-14	2022-06-24	1	21	22.14	499.83	5.43	Take Profit
VIVA3	2022-06-13	2022-06-24	2	19.19	21.14	1,892.25	10.17	Take Profit
ABEV3	2022-06-14	2022-06-27	1	10.03	10.33	275.40	2.99	Take Profit
DIRR3	2022-06-14	2022-06-27	1	2.09	2.34	1,101.37	11.96	Take Profit
CASH_SWEEP_BOVA11	2022-06-24	2022-06-27	0	95.47	97.35	357.25	1.97	Daily Cash MtM
BPAC11	2022-06-14	2022-06-28	1	19.58	20.80	573.70	6.23	Take Profit
CASH_SWEEP_BOVA11	2022-06-27	2022-06-28	0	97.35	97.05	-33.34	-0.31	Daily Cash MtM
MULT3	2022-06-14	2022-06-29	1	18.41	19.67	630.17	6.84	Take Profit
UGPA3	2022-06-14	2022-06-29	1	10.65	11.17	449.56	4.88	Take Profit
CASH_SWEEP_BOVA11	2022-06-28	2022-06-29	0	97.05	96	-138.84	-1.08	Daily Cash MtM
RAPT4	2022-06-14	2022-06-30	1	8.13	8.46	373.73	4.06	Take Profit
CASH_SWEEP_BOVA11	2022-06-29	2022-06-30	0	96	95	-52.58	-1.04	Daily Cash MtM
RENT3	2022-06-14	2022-07-01	1	42.46	45.15	583.32	6.34	Take Profit
CASH_SWEEP_BOVA11	2022-06-30	2022-07-01	0	95	95.63	41.54	0.66	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-01	2022-07-04	0	95.63	95.20	-457.64	-0.45	Daily Cash MtM
SBSP3	2022-06-13	2022-07-04	2	36.95	37.41	233.75	1.26	Take Profit
VIVT3	2022-06-08	2022-07-04	2	19.43	19.48	49.29	0.26	Take Profit
TIMS3	2022-06-08	2022-07-04	3	8.77	9.18	1,753.02	4.69	Take Profit
MRVE3	2022-06-08	2022-07-04	2	8.42	8.06	-826.54	-4.32	Take Profit
HAPV3	2022-06-06	2022-07-05	3	89.46	90.30	364.36	0.94	Take Profit
CASH_SWEEP_BOVA11	2022-07-04	2022-07-05	0	95.20	94.80	-375.94	-0.42	Daily Cash MtM
TEND3	2022-06-06	2022-07-06	2	4.02	3.86	-764.73	-3.93	Take Profit
EZTC3	2022-06-09	2022-07-06	1	9.94	10.24	288.40	3.02	Take Profit
LWSA3	2022-06-14	2022-07-06	1	5.23	5.51	492.94	5.35	Take Profit
CASH_SWEEP_BOVA11	2022-07-05	2022-07-06	0	94.80	95.42	503.46	0.65	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-06	2022-07-07	0	95.42	97.38	3,144.64	2.05	Daily Cash MtM
TOTS3	2022-06-14	2022-07-07	1	23.13	24.13	398.07	4.32	Take Profit
LREN3	2022-06-14	2022-07-07	1	17.45	18.44	522.37	5.67	Take Profit
CYRE3	2022-06-08	2022-07-07	2	10.37	10.27	-191.44	-1	Take Profit
BHIA3	2022-06-14	2022-07-07	1	56.21	51.84	-715.82	-7.77	Take Profit
IGTI11	2022-06-09	2022-07-07	2	16.56	17.50	1,060.59	5.65	Take Profit
COGN3	2022-06-14	2022-07-07	1	1.97	1.93	-186.95	-2.03	Take Profit
POMO4	2022-06-14	2022-07-08	1	1.31	1.35	281.14	3.05	Take Profit
CASH_SWEEP_BOVA11	2022-07-07	2022-07-08	0	97.38	96.88	-1,711.50	-0.51	Daily Cash MtM
AZZA3	2022-06-10	2022-07-08	3	60.77	61.16	239.10	0.64	Take Profit
GMAT3	2022-06-07	2022-07-08	3	3.71	3.42	-2,988.75	-7.94	Take Profit
YDUQ3	2022-06-07	2022-07-08	3	12.41	13.44	3,108.20	8.29	Take Profit
ISAE4	2022-06-07	2022-07-08	2	17.81	17.68	-135.36	-0.70	Take Profit
CEAB3	2022-06-08	2022-07-08	3	2.45	2.34	-1,701.24	-4.55	Take Profit
CASH_SWEEP_BOVA11	2022-07-08	2022-07-11	0	96.88	94.80	-7,119.84	-2.15	Daily Cash MtM
MGLU3	2022-06-07	2022-07-12	3	27.12	22.92	-5,904.21	-15.47	Take Profit
CASH_SWEEP_BOVA11	2022-07-11	2022-07-12	0	94.80	94.90	339.10	0.11	Daily Cash MtM
ANIM3	2022-06-14	2022-07-13	3	3.57	3.84	2,670.01	7.66	Take Profit
CASH_SWEEP_BOVA11	2022-07-12	2022-07-13	0	94.90	94.51	-1,476.76	-0.41	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-13	2022-07-14	0	94.51	92.55	-6,706	-2.07	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-14	2022-07-15	0	92.55	93.27	1,994.41	0.78	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-15	2022-07-18	0	93.27	93.37	278.37	0.11	Daily Cash MtM
GGBR4	2022-06-14	2022-07-18	1	16.19	14.73	-830.32	-9.02	Take Profit
CPFE3	2022-06-14	2022-07-18	1	29.08	29.12	12.66	0.14	Take Profit
BBAS3	2022-06-14	2022-07-18	1	12.70	12.64	-43.50	-0.47	Take Profit
CASH_SWEEP_BOVA11	2022-07-18	2022-07-19	0	93.37	94.70	3,580.47	1.42	Daily Cash MtM
GGPS3	2022-06-08	2022-07-20	2	10.23	9.25	-1,799.94	-9.58	Take Profit
GOAU4	2022-06-14	2022-07-20	1	6.25	5.51	-1,090.16	-11.84	Take Profit
ITSA4	2022-07-12	2022-07-20	1	4.68	4.89	395.85	4.49	Take Profit
CASH_SWEEP_BOVA11	2022-07-19	2022-07-20	0	94.70	94.95	763.61	0.26	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-20	2022-07-21	0	94.95	95.35	1,947.83	0.42	Daily Cash MtM
VIVA3	2022-07-14	2022-07-21	1	18.83	20.04	554.38	6.43	Take Profit
SIMH3	2022-06-14	2022-07-21	2	18.68	18.40	-262.78	-1.49	Take Profit
MBRF3	2022-06-14	2022-07-21	1	10.36	9.60	-675.45	-7.34	Take Profit
VAMO3	2022-06-14	2022-07-21	1	10.79	10.02	-657.06	-7.14	Take Profit
USIM5	2022-06-10	2022-07-21	2	9.04	8.18	-1,766.09	-9.47	Take Profit
PSSA3	2022-06-09	2022-07-21	1	15.44	14.66	-482.73	-5.05	Take Profit
VBBR3	2022-06-07	2022-07-21	3	12.70	12.28	-1,251.77	-3.34	Take Profit
SMFT3	2022-06-01	2022-07-21	3	12.59	10.19	-7,365.74	-19.05	Take Profit
NEOE3	2022-06-13	2022-07-21	3	12.10	12.27	496.40	1.43	Take Profit
CASH_SWEEP_BOVA11	2022-07-21	2022-07-22	0	95.35	95.42	428.45	0.07	Daily Cash MtM
RDOR3	2022-07-18	2022-07-22	2	22.83	26.07	2,421.52	14.21	Take Profit
B3SA3	2022-07-14	2022-07-22	1	8.87	9.76	865.64	10.03	Take Profit
ALOS3	2022-06-14	2022-07-22	2	13.71	13.76	66.55	0.37	Take Profit
CXSE3	2022-06-10	2022-07-22	3	5.16	5.07	-649.43	-1.74	Take Profit
MOVI3	2022-06-14	2022-07-22	3	10.78	10.94	517.40	1.46	Take Profit
CSMG3	2022-06-14	2022-07-25	1	8.22	8.11	-123.21	-1.34	Take Profit
ENGI11	2022-06-27	2022-07-25	2	30.07	30.78	408.16	2.38	Take Profit
CASH_SWEEP_BOVA11	2022-07-22	2022-07-25	0	95.42	96.75	8,512.15	1.39	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-25	2022-07-26	0	96.75	96.15	-3,840.05	-0.62	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-07-26	2022-07-27	0	96.15	97.83	10,752.17	1.75	Daily Cash MtM
KLBN11	2022-07-14	2022-07-28	2	13.13	13.50	485.81	2.82	Take Profit
CASH_SWEEP_BOVA11	2022-07-27	2022-07-28	0	97.83	99.10	8,658.06	1.30	Daily Cash MtM
CBAV3	2022-06-10	2022-07-28	2	12.26	10.05	-3,359.34	-18	Take Profit
SLCE3	2022-06-28	2022-07-28	2	15.15	14.44	-823.01	-4.72	Take Profit
SANB11	2022-06-13	2022-07-29	3	22.70	22.54	-255.70	-0.71	Take Profit
SUZB3	2022-07-15	2022-07-29	2	39.86	41.89	870.22	5.09	Take Profit
CASH_SWEEP_BOVA11	2022-07-28	2022-07-29	0	99.10	99.30	1,471.62	0.20	Daily Cash MtM
BRAV3	2022-06-27	2022-08-01	1	34.94	33.01	-484.53	-5.52	Take Profit
BRKM5	2022-07-05	2022-08-01	2	35.60	36.02	198.05	1.17	Take Profit
CASH_SWEEP_BOVA11	2022-07-29	2022-08-01	0	99.30	98.56	-5,633.78	-0.75	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-01	2022-08-02	0	98.56	99.53	7,384.78	0.98	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-02	2022-08-03	0	99.53	100.20	5,039.87	0.67	Daily Cash MtM
CVCB3	2022-06-06	2022-08-04	3	8.71	6.77	-8,472.08	-22.27	Take Profit
IRBR3	2022-06-27	2022-08-04	2	58.44	52.94	-1,647.26	-9.41	Take Profit
POMO4	2022-08-03	2022-08-04	1	1.24	1.32	584.03	6.45	Take Profit
CASH_SWEEP_BOVA11	2022-08-03	2022-08-04	0	100.20	102.48	18,403.44	2.28	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-04	2022-08-05	0	102.48	102.74	2,224.93	0.25	Daily Cash MtM
CMIN3	2022-06-27	2022-08-05	3	2.38	2.31	-1,026.11	-3.01	Take Profit
CSNA3	2022-06-14	2022-08-05	2	11.30	10.50	-1,281.39	-7.11	Take Profit
CASH_SWEEP_BOVA11	2022-08-05	2022-08-08	0	102.74	104.80	17,628.74	2.01	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-08	2022-08-09	0	104.80	105.05	2,139.40	0.24	Daily Cash MtM
VIVT3	2022-07-28	2022-08-10	1	18.35	19.17	394.68	4.47	Take Profit
CASH_SWEEP_BOVA11	2022-08-09	2022-08-10	0	105.05	106.56	13,054.58	1.44	Daily Cash MtM
BRAP4	2022-06-23	2022-08-11	3	14.42	14.33	-211.98	-0.61	Take Profit
CASH_SWEEP_BOVA11	2022-08-10	2022-08-11	0	106.56	105.88	-6,098.61	-0.64	Daily Cash MtM
VALE3	2022-07-15	2022-08-12	2	48.65	51.08	854.05	4.99	Take Profit
CASH_SWEEP_BOVA11	2022-08-11	2022-08-12	0	105.88	108.64	25,221.54	2.61	Daily Cash MtM
SMTO3	2022-06-30	2022-08-15	1	32.97	31.30	-436.31	-5.07	Take Profit
CASH_SWEEP_BOVA11	2022-08-12	2022-08-15	0	108.64	108.97	3,040.47	0.30	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-15	2022-08-16	0	108.97	109.76	7,278.68	0.73	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-16	2022-08-17	0	109.76	109.99	2,119.07	0.21	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-17	2022-08-18	0	109.99	109.94	-460.63	-0.05	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-18	2022-08-19	0	109.94	107.53	-21,982.44	-2.19	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-19	2022-08-22	0	107.53	106.73	-7,297.02	-0.74	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-22	2022-08-23	0	106.73	109.10	21,617.50	2.22	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-23	2022-08-24	0	109.10	109.18	729.72	0.07	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-24	2022-08-25	0	109.18	109.60	3,792.28	0.38	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-25	2022-08-26	0	109.60	108.36	-11,082.45	-1.13	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-26	2022-08-29	0	108.36	108.40	346.32	0.04	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-29	2022-08-30	0	108.40	106.40	-17,131.48	-1.85	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-30	2022-08-31	0	106.40	105.83	-4,828.97	-0.54	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-08-31	2022-09-01	0	105.83	106.59	6,086.32	0.72	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-01	2022-09-02	0	106.59	107.09	3,866.96	0.47	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-02	2022-09-05	0	107.09	108.45	10,268.17	1.27	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-05	2022-09-06	0	108.45	105.95	-18,875.30	-2.31	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-06	2022-09-08	0	105.95	106.18	1,736.55	0.22	Daily Cash MtM
TIMS3	2022-08-29	2022-09-09	1	8.30	8.71	498.92	4.94	Take Profit
CASH_SWEEP_BOVA11	2022-09-08	2022-09-09	0	106.18	108.40	16,778.31	2.09	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-09	2022-09-12	0	108.40	109.55	8,587.60	1.06	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-12	2022-09-13	0	109.55	106.98	-19,191.40	-2.35	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-13	2022-09-14	0	106.98	106.75	-1,695.85	-0.22	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-14	2022-09-15	0	106.75	106.11	-4,718.80	-0.60	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-15	2022-09-16	0	106.11	105.60	-3,618.95	-0.48	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-16	2022-09-19	0	105.60	108.22	17,865.54	2.48	Daily Cash MtM
IGTI11	2022-09-14	2022-09-20	1	17.38	18.36	569.07	5.64	Take Profit
CASH_SWEEP_BOVA11	2022-09-19	2022-09-20	0	108.22	108.85	4,357.95	0.58	Daily Cash MtM
YDUQ3	2022-08-19	2022-09-21	3	10.02	11.33	5,176.21	13.12	Take Profit
CASH_SWEEP_BOVA11	2022-09-20	2022-09-21	0	108.85	108.16	-5,055.81	-0.63	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-21	2022-09-22	0	108.16	110.13	14,434.78	1.82	Daily Cash MtM
VIVT3	2022-08-25	2022-09-23	3	17.36	17.28	-182.63	-0.46	Take Profit
EGIE3	2022-08-29	2022-09-23	2	23.40	23.61	174.86	0.88	Take Profit
SAPR11	2022-08-31	2022-09-23	1	13.86	14.26	288.23	2.89	Take Profit
RAPT4	2022-09-01	2022-09-23	1	8.50	8.64	161.58	1.65	Take Profit
CASH_SWEEP_BOVA11	2022-09-22	2022-09-23	0	110.13	107.84	-18,233.61	-2.08	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-23	2022-09-26	0	107.84	105.13	-20,815.51	-2.51	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-26	2022-09-27	0	105.13	104.68	-3,244.56	-0.43	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-27	2022-09-28	0	104.68	104.82	919.14	0.13	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-28	2022-09-29	0	104.82	103.80	-6,137.23	-0.97	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-09-29	2022-09-30	0	103.80	106.46	12,809.97	2.56	Daily Cash MtM
SUZB3	2022-08-29	2022-10-03	1	40.76	39.94	-203.19	-2.01	Take Profit
SBSP3	2022-09-27	2022-10-03	1	38.90	50	2,824.79	28.53	Take Profit
CASH_SWEEP_BOVA11	2022-09-30	2022-10-03	0	106.46	112.40	29,867.94	5.58	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-03	2022-10-04	0	112.40	112.35	-316.16	-0.04	Daily Cash MtM
SAPR11	2022-09-30	2022-10-04	1	13.51	14.70	844.76	8.81	Take Profit
ENGI11	2022-09-29	2022-10-04	1	32.25	34.51	671.34	7.01	Take Profit
EGIE3	2022-09-29	2022-10-04	2	22.51	23.79	1,090.34	5.69	Take Profit
AXIA3	2022-09-29	2022-10-04	1	36.99	40.71	963.44	10.06	Take Profit
VBBR3	2022-09-30	2022-10-04	1	12.53	14.09	1,194.03	12.45	Take Profit
CPLE3	2022-09-28	2022-10-04	2	5.04	5.32	1,068.74	5.56	Take Profit
CMIN3	2022-09-27	2022-10-04	2	2.07	2.22	1,367.85	7.02	Take Profit
BPAC11	2022-09-27	2022-10-04	1	21.76	24.14	1,082.76	10.94	Take Profit
CSNA3	2022-09-01	2022-10-04	1	9.62	9.40	-224.36	-2.29	Take Profit
MOVI3	2022-09-28	2022-10-04	2	10.49	11.73	2,278.98	11.85	Take Profit
USIM5	2022-08-30	2022-10-05	2	7.28	7.28	4.14	0.02	Take Profit
ECOR3	2022-09-16	2022-10-05	1	4.92	5.09	338.76	3.46	Take Profit
RECV3	2022-09-28	2022-10-05	1	16.64	19.11	1,431.54	14.84	Take Profit
CASH_SWEEP_BOVA11	2022-10-04	2022-10-05	0	112.35	113.32	6,486.78	0.86	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-05	2022-10-06	0	113.32	113.47	1,061.36	0.13	Daily Cash MtM
CBAV3	2022-09-23	2022-10-06	2	10.08	11.28	2,377.75	11.85	Take Profit
CVCB3	2022-09-27	2022-10-06	2	5.84	6.46	2,069.51	10.62	Take Profit
RDOR3	2022-09-30	2022-10-07	1	25.28	27.78	948.43	9.89	Take Profit
CASH_SWEEP_BOVA11	2022-10-06	2022-10-07	0	113.47	112.78	-4,946.30	-0.61	Daily Cash MtM
BBSE3	2022-09-29	2022-10-10	2	18.53	19.30	792.21	4.13	Take Profit
CASH_SWEEP_BOVA11	2022-10-07	2022-10-10	0	112.78	112.08	-5,141.85	-0.62	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-10	2022-10-11	0	112.08	110.89	-9,165.43	-1.06	Daily Cash MtM
SMTO3	2022-09-02	2022-10-11	3	23.92	24.65	1,181.28	3.05	Take Profit
CASH_SWEEP_BOVA11	2022-10-11	2022-10-13	0	110.89	110.26	-4,908.83	-0.57	Daily Cash MtM
BRKM5	2022-09-01	2022-10-13	2	31.10	32.14	652.37	3.33	Take Profit
CASH_SWEEP_BOVA11	2022-10-13	2022-10-14	0	110.26	108.22	-15,895.32	-1.85	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-14	2022-10-17	0	108.22	109.90	12,933.12	1.55	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-17	2022-10-18	0	109.90	111.94	15,520.20	1.86	Daily Cash MtM
MBRF3	2022-09-09	2022-10-19	3	8.49	8.36	-593.75	-1.53	Take Profit
UGPA3	2022-09-27	2022-10-19	2	10.47	11.40	1,736.24	8.88	Take Profit
SLCE3	2022-09-30	2022-10-19	1	14.32	15.04	482.21	5.03	Take Profit
CASH_SWEEP_BOVA11	2022-10-18	2022-10-19	0	111.94	112.35	3,337.27	0.37	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-19	2022-10-20	0	112.35	112.90	4,426.50	0.49	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-20	2022-10-21	0	112.90	116.43	28,087.13	3.13	Daily Cash MtM
TAEE11	2022-09-28	2022-10-24	3	29.12	29.75	831.32	2.16	Take Profit
CSAN3	2022-10-13	2022-10-24	1	14.74	15.94	835.04	8.14	Take Profit
CMIN3	2022-10-17	2022-10-24	1	2.06	2.14	393.10	3.88	Take Profit
CASH_SWEEP_BOVA11	2022-10-21	2022-10-24	0	116.43	112.14	-36,376.10	-3.68	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-24	2022-10-25	0	112.14	110.48	-14,075.57	-1.48	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-25	2022-10-26	0	110.48	108.78	-14,414.81	-1.54	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-26	2022-10-27	0	108.78	110	9,211.18	1.12	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-10-27	2022-10-28	0	110	113	22,380.08	2.73	Daily Cash MtM
AZZA3	2022-10-27	2022-10-31	1	80.61	82.85	280.86	2.78	Take Profit
CXSE3	2022-10-27	2022-10-31	1	6.11	6.20	148.88	1.47	Take Profit
RDOR3	2022-10-27	2022-10-31	1	24.39	26.03	679.61	6.72	Take Profit
CASH_SWEEP_BOVA11	2022-10-28	2022-10-31	0	113	112.15	-6,577.44	-0.75	Daily Cash MtM
TEND3	2022-10-20	2022-11-01	2	4.80	5.65	3,652.39	17.72	Take Profit
BBDC4	2022-10-27	2022-11-01	1	14.05	14.81	546.72	5.41	Take Profit
ENEV3	2022-10-27	2022-11-01	1	13.40	14.28	663.75	6.57	Take Profit
HAPV3	2022-10-27	2022-11-01	1	102.30	114.60	1,215.22	12.02	Take Profit
CASH_SWEEP_BOVA11	2022-10-31	2022-11-01	0	112.15	112.81	5,320.79	0.59	Daily Cash MtM
MRVE3	2022-10-18	2022-11-03	2	9.50	9.99	1,043.44	5.21	Take Profit
CEAB3	2022-10-27	2022-11-03	2	2.51	2.82	2,473.83	12.36	Take Profit
EZTC3	2022-10-27	2022-11-03	1	12.66	13.51	678.60	6.71	Take Profit
CASH_SWEEP_BOVA11	2022-11-01	2022-11-03	0	112.81	113.10	2,477.64	0.26	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-03	2022-11-04	0	113.10	114	7,783.05	0.80	Daily Cash MtM
BHIA3	2022-10-27	2022-11-04	1	61.68	71.96	1,684.52	16.67	Take Profit
CASH_SWEEP_BOVA11	2022-11-04	2022-11-07	0	114	111.22	-23,531.12	-2.44	Daily Cash MtM
SANB11	2022-10-27	2022-11-08	1	23.15	25.33	951.77	9.42	Take Profit
CASH_SWEEP_BOVA11	2022-11-07	2022-11-08	0	111.22	112.30	9,248.99	0.97	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-08	2022-11-09	0	112.30	109.75	-21,837.89	-2.27	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-09	2022-11-10	0	109.75	106.10	-30,226.47	-3.33	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-10	2022-11-11	0	106.10	108.55	15,854.29	2.31	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-11	2022-11-14	0	108.55	109.24	3,037.33	0.64	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-14	2022-11-16	0	109.24	106.04	-14,086.25	-2.93	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-16	2022-11-17	0	106.04	105.69	-1,342.48	-0.33	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-17	2022-11-18	0	105.69	104.85	-2,761.27	-0.79	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-18	2022-11-21	0	104.85	106.08	4,043.29	1.17	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-21	2022-11-22	0	106.08	105.07	-3,320.10	-0.95	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-22	2022-11-23	0	105.07	105.24	558.82	0.16	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-23	2022-11-24	0	105.24	108.20	9,461.98	2.81	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-24	2022-11-25	0	108.20	105.07	-10,005.40	-2.89	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-25	2022-11-28	0	105.07	105.15	248.24	0.08	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-11-28	2022-11-29	0	105.15	107.29	6,254.04	2.04	Daily Cash MtM
PETR3	2022-11-01	2022-11-30	2	17.04	17.47	520.50	2.50	Take Profit
CASH_SWEEP_BOVA11	2022-11-29	2022-11-30	0	107.29	108.58	4,026.45	1.20	Daily Cash MtM
PETR4	2022-11-01	2022-12-01	2	15.45	15.04	-547.18	-2.63	Take Profit
DIRR3	2022-11-11	2022-12-01	2	3.39	3.50	646.31	3.25	Take Profit
LWSA3	2022-11-14	2022-12-01	1	7.24	7.63	526.05	5.39	Take Profit
CASH_SWEEP_BOVA11	2022-11-30	2022-12-01	0	108.58	107.06	-5,190.92	-1.40	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-12-01	2022-12-02	0	107.06	107.95	2,959	0.83	Daily Cash MtM
BPAC11	2022-11-17	2022-12-05	1	21.73	23.13	644.79	6.44	Take Profit
BBAS3	2022-11-18	2022-12-05	1	13.38	14.24	620.97	6.43	Take Profit
CASH_SWEEP_BOVA11	2022-12-02	2022-12-05	0	107.95	105.63	-8,163.27	-2.15	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-12-05	2022-12-06	0	105.63	106.74	3,199.07	1.05	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-12-06	2022-12-07	0	106.74	105.59	-3,214.74	-1.08	Daily Cash MtM
CASH_SWEEP_BOVA11	2022-12-07	2022-12-08	0	105.59	103.57	-5,467.56	-1.91	Daily Cash MtM
