Loop_Date,Ativo,Entradas,Acuracia,Lucro_medio,Lucro_Max,Drowndown_max,Saldo,Rastreador,Gatilho,Ultimos3,Am1,Am2,Amanha,Operou_Dia,Close_D0,Gatilho_Dia,PNL,lot_size
2024-03-28,ETHE11,22,0.82,2.02,6.12,-4.62,66690.0,ETHE11_Down_0.5_open_Afastado_0.5_Buy_Movimento,52.82,1.0,0.82,0.82,1,True,53.18,52.82,323.99999999999943,900
2024-03-28,EVEN3,33,0.73,1.71,4.17,-3.83,65137.0,EVEN3_Down_0.5_high_Afastado_0_Buy_GAP,7.45,1.0,0.73,0.73,1,False,7.43,7.45,-134.00000000000267,6700
2024-03-28,FESA4,49,0.78,1.17,4.43,-4.17,62059.0,FESA4_Down_0.5_close_Afastado_1_Sell_Pavio,8.2,0.75,0.78,0.78,1,True,8.17,8.2,182.99999999999574,6100
2024-03-28,GGPS3,30,0.73,1.05,3.38,-2.57,59067.0,GGPS3_Up_0.5_low_Afastado_-1_Buy_Movimento,18.36,1.0,0.73,0.73,1,False,19.89,18.36,4131.000000000003,2700
2024-03-28,GRND3,53,0.72,1.07,4.24,-3.12,64411.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,5.58,0.75,0.72,0.72,1,False,5.82,5.58,-2160.000000000002,9000
2024-03-28,JSLG3,22,0.73,1.94,5.73,-4.55,60657.0,JSLG3_Down_1_high_Afastado_-1_Buy_Corpo,11.21,0.75,0.73,0.73,1,True,11.57,11.21,1619.9999999999973,4500
2024-03-28,MDNE3,13,0.77,2.17,4.09,-3.26,60269.0,MDNE3_Up_1.5_open_Afastado_0_Buy_Corpo,11.06,0.75,0.77,0.77,1,False,11.82,11.06,3419.999999999999,4500
2024-03-28,POMO3,48,0.77,1.84,6.64,-4.15,75262.0,POMO3_Up_0.5_close_Afastado_0.5_Buy_Movimento,5.25,1.0,0.77,0.77,1,False,5.22,5.25,-285.0000000000019,9500
2024-03-28,PRNR3,31,0.71,1.76,5.81,-4.59,61347.0,PRNR3_Down_1_close_Afastado_1_Buy_Corpo,11.53,1.0,0.71,0.71,1,False,12.11,11.53,2494.0000000000005,4300
2024-03-28,SYNE3,12,0.83,1.93,4.58,-2.46,59042.0,SYNE3_Up_0.5_low_Afastado_-1_Buy_Movimento,3.23,1.0,0.83,0.83,1,True,3.31,3.23,1240.0,15500
2024-03-28,TFCO4,27,0.78,1.56,3.9,-3.07,64293.0,TFCO4_Down_0.5_open_Afastado_0.5_Buy_GAP,11.72,0.75,0.78,0.78,1,False,11.87,11.72,644.9999999999935,4300
2024-03-28,TTEN3,14,0.71,2.36,4.18,-2.67,59724.0,TTEN3_Down_0.5_high_Afastado_0_Buy_Movimento,10.52,0.75,0.71,0.71,1,False,10.38,10.52,-671.9999999999942,4800
2024-03-28,UGPA3,55,0.73,1.08,2.59,-3.33,63536.0,UGPA3_Up_0.5_open_Afastado_-0.5_Buy_Movimento,26.41,0.75,0.73,0.7,1,False,27.38,26.41,1842.9999999999977,1900
2024-03-28,USIM3,30,0.77,1.55,6.9,-4.1,65305.0,USIM3_Up_0.5_close_Afastado_1_Buy_Corpo,9.26,1.0,0.77,0.77,1,False,9.07,9.26,-1025.9999999999973,5400
2024-03-28,USIM5,26,0.73,1.19,2.56,-2.92,59236.0,USIM5_Up_1_close_Afastado_-0.5_Buy_Corpo,9.66,1.0,0.73,0.73,1,True,9.68,9.66,103.9999999999974,5200
2024-03-28,VITT3,30,0.77,1.92,6.14,-4.59,66287.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,5.84,0.75,0.77,0.77,1,True,5.85,5.84,-85.99999999999743,8600
2024-04-01,AGXY3,15,0.73,2.18,5.49,-2.52,59947.0,AGXY3_Up_1.5_open_Afastado_1_Buy_Corpo,31.06,1.0,0.73,0.73,1,False,33.75,31.06,4304.000000000002,1600
2024-04-01,BRFS3,23,0.74,2.32,5.15,-3.2,66094.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,15.4,0.75,0.74,0.74,1,False,15.57,15.4,543.9999999999997,3200
2024-04-01,GGPS3,19,0.79,1.53,5.08,-3.35,59168.0,GGPS3_Up_1.5_close_Afastado_-0.5_Buy_Corpo,19.79,0.75,0.79,0.79,1,True,19.68,19.79,-274.9999999999985,2500
2024-04-01,GRND3,53,0.72,1.07,4.24,-3.12,64411.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,5.76,0.75,0.72,0.72,1,True,5.76,5.76,0.0,8700
2024-04-01,LWSA3,13,0.85,1.62,4.32,-2.93,58823.0,LWSA3_Down_1_high_Afastado_1_Sell_Corpo,6.02,1.0,0.85,0.85,1,False,5.38,6.02,5311.999999999997,8300
2024-04-01,MATD3,22,0.73,1.5,3.69,-3.07,59791.0,MATD3_Down_0.5_high_Afastado_0_Sell_Movimento,5.89,0.75,0.73,0.73,1,False,5.49,5.89,3399.999999999995,8500
2024-04-01,MDNE3,13,0.77,2.17,4.09,-3.26,60269.0,MDNE3_Up_1.5_open_Afastado_0_Buy_Corpo,11.43,0.75,0.77,0.77,1,False,12.1,11.43,2947.9999999999995,4400
2024-04-01,RECV3,26,0.73,1.37,4.04,-4.73,58728.0,RECV3_Up_0.5_low_Afastado_1_Sell_Corpo,18.76,0.75,0.73,0.73,1,True,18.79,18.76,-80.99999999999325,2700
2024-04-01,SOJA3,18,0.78,1.77,4.52,-4.02,60225.0,SOJA3_Up_1_open_Afastado_-0.5_Buy_Corpo,16.83,1.0,0.78,0.78,1,False,17.98,16.83,3450.000000000006,3000
2024-04-01,SYNE3,12,0.83,1.93,4.58,-2.46,59042.0,SYNE3_Up_0.5_low_Afastado_-1_Buy_Movimento,3.2,1.0,0.83,0.83,1,False,3.27,3.2,1091.9999999999968,15600
2024-04-01,TASA4,32,0.81,0.82,3.03,-2.41,58917.0,TASA4_Up_0.5_open_Afastado_0_Sell_Movimento,11.35,0.75,0.81,0.81,1,True,11.33,11.35,87.9999999999978,4400
2024-04-01,TFCO4,27,0.78,1.56,3.9,-3.07,64293.0,TFCO4_Down_0.5_open_Afastado_0.5_Buy_GAP,11.93,0.75,0.78,0.78,1,False,11.5,11.93,-1805.9999999999989,4200
2024-04-01,TOTS3,18,0.83,1.6,4.84,-4.76,58430.0,TOTS3_Down_1.5_close_Afastado_-0.5_Buy_Corpo,27.55,1.0,0.83,0.83,1,True,27.45,27.55,-180.0000000000025,1800
2024-04-01,UGPA3,55,0.73,1.08,2.59,-3.33,63536.0,UGPA3_Up_0.5_open_Afastado_-0.5_Buy_Movimento,26.93,0.75,0.73,0.7,1,True,27.05,26.93,228.00000000000188,1900
2024-04-01,USIM3,35,0.77,1.43,6.74,-3.58,65125.0,USIM3_Down_0.5_high_Afastado_0.5_Buy_Pavio,9.23,0.75,0.77,0.77,1,True,9.21,9.23,-107.9999999999973,5400
2024-04-01,VVEO3,20,0.85,2.7,6.76,-4.25,71460.0,VVEO3_Down_2.5_low_Afastado_-0.5_Sell_Corpo,5.88,1.0,0.85,0.85,1,False,6.33,5.88,-3825.0000000000014,8500
2024-04-02,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.51,0.75,0.74,0.74,1,False,4.12,4.51,4328.999999999996,11100
2024-04-02,ETHE11,23,0.83,1.95,6.12,-4.62,67014.0,ETHE11_Down_0.5_open_Afastado_0.5_Buy_Movimento,53.53,1.0,0.83,0.83,1,False,49.4,53.53,-3717.0000000000023,900
2024-04-02,EVEN3,33,0.73,1.71,4.17,-3.83,65137.0,EVEN3_Down_0.5_high_Afastado_0_Buy_GAP,7.55,1.0,0.73,0.73,1,False,7.42,7.55,-857.9999999999993,6600
2024-04-02,FESA4,50,0.78,1.15,4.43,-4.17,62242.0,FESA4_Down_0.5_close_Afastado_1_Sell_Pavio,8.09,0.75,0.78,0.78,1,False,8.05,8.09,247.9999999999944,6200
2024-04-02,GGPS3,25,0.84,1.27,3.3,-4.09,60447.0,GGPS3_Down_1_high_Afastado_-1_Sell_Corpo,19.82,0.75,0.84,0.84,1,True,19.73,19.82,224.99999999999952,2500
2024-04-02,GMAT3,17,0.76,1.86,5.37,-2.44,60771.0,GMAT3_Down_2_close_Afastado_-1_Buy_Corpo,8.08,1.0,0.76,0.76,1,True,8.04,8.08,-248.0000000000056,6200
2024-04-02,HASH11,25,0.8,1.36,4.21,-2.9,61985.0,HASH11_Down_0.5_open_Afastado_0_Buy_GAP,54.0,1.0,0.8,0.8,1,False,51.0,54.0,-2700.0,900
2024-04-02,LEVE3,34,0.71,1.28,2.94,-3.72,61334.0,LEVE3_Down_0.5_high_Afastado_-1_Sell_Corpo,31.0,0.75,0.71,0.71,1,False,29.35,31.0,2639.9999999999977,1600
2024-04-02,LOGG3,23,0.74,1.81,5.53,-4.72,61270.0,LOGG3_Down_2.5_close_Afastado_-0.5_Buy_Corpo,19.92,1.0,0.74,0.74,1,True,20.11,19.92,474.99999999999426,2500
2024-04-02,MDNE3,13,0.77,2.17,4.09,-3.26,60269.0,MDNE3_Up_1.5_open_Afastado_0_Buy_Corpo,11.79,0.75,0.77,0.77,1,True,12.06,11.79,1134.0000000000055,4200
2024-04-02,POMO3,51,0.76,1.9,5.94,-4.74,78836.0,POMO3_Up_0.5_close_Afastado_1_Buy_Pavio,5.25,1.0,0.76,0.76,1,False,5.19,5.25,-569.9999999999962,9500
2024-04-02,PRNR3,31,0.71,1.76,5.81,-4.59,61347.0,PRNR3_Down_1_close_Afastado_1_Buy_Corpo,11.87,1.0,0.71,0.71,1,False,11.59,11.87,-1175.999999999997,4200
2024-04-02,QUAL3,17,0.71,2.95,5.29,-4.96,63530.0,QUAL3_Down_4_low_Afastado_-0.5_Sell_Corpo,1.81,1.0,0.71,0.71,1,True,1.76,1.81,1380.0,27600
2024-04-02,RECV3,18,0.78,1.83,4.54,-3.29,60517.0,RECV3_Down_2_close_Afastado_-1_Sell_Corpo,18.6,0.75,0.78,0.78,1,False,17.09,18.6,4077.000000000004,2700
2024-04-02,SMTO3,23,0.78,1.66,4.93,-3.61,61717.0,SMTO3_Down_2_close_Afastado_0.5_Sell_Corpo,29.12,0.75,0.78,0.78,1,False,28.96,29.12,272.00000000000017,1700
2024-04-02,TFCO4,27,0.78,1.56,3.9,-3.07,64293.0,TFCO4_Down_0.5_open_Afastado_0.5_Buy_GAP,11.8,0.75,0.78,0.78,1,True,11.86,11.8,251.99999999999454,4200
2024-04-02,USIM3,39,0.72,1.42,6.74,-3.55,65289.0,USIM3_Up_0.5_high_Afastado_0.5_Buy_Pavio,9.34,0.75,0.72,0.72,1,False,9.25,9.34,-485.9999999999989,5400
2024-04-02,VITT3,21,0.81,2.17,6.14,-4.59,65568.0,VITT3_Down_2_low_Afastado_1_Sell_Corpo,5.84,0.75,0.81,0.81,1,False,5.65,5.84,1633.9999999999957,8600
2024-04-03,AGXY3,15,0.73,2.18,5.49,-2.52,59947.0,AGXY3_Up_1.5_open_Afastado_1_Buy_Corpo,34.84,1.0,0.73,0.73,1,True,33.9,34.84,-1316.0000000000068,1400
2024-04-03,CPLE3,39,0.74,1.08,3.05,-2.42,60562.0,CPLE3_Up_0.5_open_Afastado_1_Buy_Corpo,7.89,1.0,0.74,0.74,1,True,7.99,7.89,630.0000000000032,6300
2024-04-03,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.21,0.75,0.74,0.74,1,False,4.05,4.21,1904.0000000000011,11900
2024-04-03,ETHE11,23,0.83,1.95,6.12,-4.62,67014.0,ETHE11_Down_0.5_open_Afastado_0.5_Buy_Movimento,49.39,1.0,0.83,0.83,1,True,49.24,49.39,-149.9999999999985,1000
2024-04-03,FESA4,50,0.78,1.15,4.43,-4.17,62242.0,FESA4_Down_0.5_close_Afastado_1_Sell_Pavio,8.13,0.75,0.78,0.78,1,False,7.93,8.13,1240.0000000000064,6200
2024-04-03,HASH11,25,0.8,1.36,4.21,-2.9,61985.0,HASH11_Down_0.5_open_Afastado_0_Buy_GAP,50.95,1.0,0.8,0.8,1,True,50.84,50.95,-109.9999999999994,1000
2024-04-03,LEVE3,34,0.71,1.28,2.94,-3.72,61334.0,LEVE3_Down_0.5_high_Afastado_-1_Sell_Corpo,29.78,0.75,0.71,0.71,1,True,29.34,29.78,748.0000000000022,1700
2024-04-03,MATD3,22,0.73,1.5,3.69,-3.07,59791.0,MATD3_Down_0.5_high_Afastado_0_Sell_Movimento,5.5,0.75,0.73,0.73,1,False,5.22,5.5,2548.000000000002,9100
2024-04-03,MILS3,22,0.77,1.62,4.67,-3.48,60645.0,MILS3_Down_1.5_close_Afastado_1_Buy_Corpo,12.71,0.75,0.77,0.77,1,False,12.47,12.71,-936.0000000000008,3900
2024-04-03,PETZ3,12,0.83,2.2,6.26,-3.51,60434.0,PETZ3_Down_0.5_high_Afastado_0.5_Sell_GAP,3.95,0.75,0.83,0.83,1,True,3.86,3.95,1143.0000000000039,12700
2024-04-03,RECV3,18,0.78,1.83,4.54,-3.29,60517.0,RECV3_Down_2_close_Afastado_-1_Sell_Corpo,16.92,0.75,0.78,0.78,1,False,17.88,16.92,-2879.9999999999914,3000
2024-04-03,SIMH3,21,0.71,1.78,5.32,-3.61,61227.0,SIMH3_Down_1.5_low_Afastado_-1_Sell_Corpo,6.83,0.75,0.71,0.71,1,True,6.86,6.83,-219.00000000000145,7300
2024-04-03,SOJA3,18,0.78,1.77,4.52,-4.02,60225.0,SOJA3_Up_1_open_Afastado_-0.5_Buy_Corpo,17.79,1.0,0.78,0.78,1,True,17.68,17.79,-307.99999999999835,2800
2024-04-03,TFCO4,37,0.73,1.25,4.41,-2.79,63327.0,TFCO4_Up_0.5_open_Afastado_0_Buy_Corpo,11.5,0.75,0.73,0.73,1,False,11.58,11.5,344.0,4300
2024-04-03,TTEN3,14,0.71,2.36,4.18,-2.67,59724.0,TTEN3_Down_0.5_high_Afastado_0_Buy_Movimento,10.35,0.75,0.71,0.71,1,False,10.08,10.35,-1295.999999999998,4800
2024-04-03,UGPA3,56,0.73,1.06,2.59,-3.33,63764.0,UGPA3_Up_0.5_open_Afastado_-0.5_Buy_Movimento,26.43,0.75,0.73,0.7,1,True,27.17,26.43,1406.0000000000039,1900
2024-04-03,USIM3,30,0.77,1.55,6.9,-4.1,65305.0,USIM3_Up_0.5_close_Afastado_1_Buy_Corpo,9.34,1.0,0.77,0.77,1,False,9.25,9.34,-485.9999999999989,5400
2024-04-03,VITT3,21,0.81,2.17,6.14,-4.59,65568.0,VITT3_Down_2_low_Afastado_1_Sell_Corpo,5.6,0.75,0.81,0.81,1,True,5.55,5.6,444.99999999999824,8900
2024-04-04,AGXY3,8,0.88,2.92,5.52,-4.74,60234.0,AGXY3_Down_5_low_Afastado_1_Sell_Corpo,34.24,1.0,0.88,0.88,1,True,33.0,34.24,1860.000000000003,1500
2024-04-04,BRFS3,23,0.74,2.32,5.15,-3.2,66094.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,15.51,0.75,0.74,0.74,1,True,15.54,15.51,95.99999999999777,3200
2024-04-04,CPLE3,40,0.75,1.09,3.05,-2.42,61192.0,CPLE3_Up_0.5_open_Afastado_1_Buy_Corpo,7.96,1.0,0.75,0.75,1,True,8.11,7.96,944.9999999999962,6300
2024-04-04,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.2,0.75,0.74,0.74,1,False,4.05,4.2,1785.0000000000036,11900
2024-04-04,ELET3,30,0.8,1.03,3.95,-4.39,60264.0,ELET3_Up_0.5_low_Afastado_0_Sell_Movimento,40.23,0.75,0.8,0.8,1,False,41.09,40.23,-1032.0000000000077,1200
2024-04-04,EVEN3,33,0.73,1.71,4.17,-3.83,65137.0,EVEN3_Down_0.5_high_Afastado_0_Buy_GAP,7.45,1.0,0.73,0.73,1,True,7.07,7.45,-2545.999999999999,6700
2024-04-04,FESA4,50,0.78,1.15,4.43,-4.17,62242.0,FESA4_Down_0.5_close_Afastado_1_Sell_Pavio,8.01,0.75,0.78,0.78,1,True,8.12,8.01,-681.9999999999962,6200
2024-04-04,GGPS3,26,0.85,1.23,3.3,-4.09,60672.0,GGPS3_Down_1_high_Afastado_-1_Sell_Corpo,19.54,0.75,0.85,0.85,1,True,19.39,19.54,389.9999999999961,2600
2024-04-04,LEVE3,35,0.71,1.29,2.94,-3.72,62082.0,LEVE3_Down_0.5_high_Afastado_-1_Sell_Corpo,29.71,0.75,0.71,0.71,1,True,29.58,29.71,221.00000000000426,1700
2024-04-04,LJQQ3,11,0.73,2.46,3.68,-4.76,59526.0,LJQQ3_Down_1.5_high_Afastado_0_Sell_Corpo,5.41,0.75,0.73,0.73,1,False,5.02,5.41,3588.0000000000045,9200
2024-04-04,MATD3,22,0.73,1.5,3.69,-3.07,59791.0,MATD3_Down_0.5_high_Afastado_0_Sell_Movimento,5.45,0.75,0.73,0.73,1,False,5.24,5.45,1931.999999999999,9200
2024-04-04,POMO3,51,0.76,1.9,5.94,-4.74,78836.0,POMO3_Up_0.5_close_Afastado_1_Buy_Pavio,5.26,1.0,0.76,0.76,1,True,5.26,5.26,0.0,9500
2024-04-04,SBFG3,26,0.73,2.03,6.71,-3.47,63912.0,SBFG3_Down_1_open_Afastado_-0.5_Sell_Corpo,12.33,1.0,0.73,0.73,1,True,12.68,12.33,-1434.9999999999984,4100
2024-04-04,TFCO4,28,0.79,1.51,3.9,-4.24,64545.0,TFCO4_Down_0.5_open_Afastado_0.5_Buy_GAP,11.78,1.0,0.79,0.79,1,True,11.76,11.78,-83.9999999999979,4200
2024-04-04,TTEN3,14,0.71,2.36,4.18,-2.67,59724.0,TTEN3_Down_0.5_high_Afastado_0_Buy_Movimento,10.23,0.75,0.71,0.71,1,True,10.23,10.23,0.0,4900
2024-04-04,UGPA3,57,0.74,1.1,2.8,-3.33,65170.0,UGPA3_Up_0.5_open_Afastado_-0.5_Buy_Movimento,26.85,0.75,0.74,0.7,1,False,27.17,26.85,608.0000000000006,1900
2024-04-04,USIM3,30,0.77,1.55,6.9,-4.1,65305.0,USIM3_Up_0.5_close_Afastado_1_Buy_Corpo,9.34,1.0,0.77,0.77,1,True,9.21,9.34,-701.9999999999947,5400
2024-04-04,VITT3,22,0.82,2.1,6.14,-4.59,66013.0,VITT3_Down_2_low_Afastado_1_Sell_Corpo,5.53,0.75,0.82,0.82,1,True,5.44,5.53,809.9999999999982,9000
2024-04-05,AGXY3,8,0.88,2.92,5.52,-4.74,60234.0,AGXY3_Down_5_low_Afastado_1_Sell_Corpo,31.97,1.0,0.88,0.88,1,True,31.05,31.97,1471.999999999997,1600
2024-04-05,BLAU3,33,0.82,1.56,5.73,-3.97,65166.0,BLAU3_Down_0.5_close_Afastado_0_Sell_GAP,11.61,1.0,0.82,0.82,1,True,11.51,11.61,429.9999999999983,4300
2024-04-05,CPLE3,40,0.75,1.09,3.05,-2.42,61192.0,CPLE3_Up_0.5_open_Afastado_1_Buy_Corpo,8.04,1.0,0.75,0.75,1,True,8.03,8.04,-61.99999999999814,6200
2024-04-05,ELET3,30,0.8,1.03,3.95,-4.39,60264.0,ELET3_Up_0.5_low_Afastado_0_Sell_Movimento,40.92,0.75,0.8,0.8,1,True,41.06,40.92,-168.00000000000063,1200
2024-04-05,GGPS3,42,0.79,1.11,3.3,-4.09,64434.0,GGPS3_Down_0.5_high_Afastado_-1_Sell_Corpo,19.73,0.75,0.79,0.79,1,False,19.25,19.73,1200.0000000000011,2500
2024-04-05,GRND3,53,0.72,1.07,4.24,-3.12,64411.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,5.48,0.75,0.72,0.72,1,False,5.58,5.48,-909.9999999999964,9100
2024-04-05,LJQQ3,11,0.73,2.46,3.68,-4.76,59526.0,LJQQ3_Down_1.5_high_Afastado_0_Sell_Corpo,5.26,0.75,0.73,0.73,1,False,5.13,5.26,1234.999999999999,9500
2024-04-05,LWSA3,13,0.85,1.62,4.32,-2.93,58823.0,LWSA3_Down_1_high_Afastado_1_Sell_Corpo,5.33,1.0,0.85,0.85,1,False,5.18,5.33,1410.0000000000027,9400
2024-04-05,MDNE3,14,0.71,2.62,4.31,-3.1,62298.0,MDNE3_Up_1.5_low_Afastado_1_Buy_Corpo,12.16,0.75,0.71,0.71,1,False,12.77,12.16,2500.9999999999977,4100
2024-04-05,NEOE3,34,0.71,1.0,2.42,-3.99,58487.0,NEOE3_Up_0.5_low_Afastado_-1_Buy_GAP,18.92,1.0,0.71,0.71,1,False,19.45,18.92,1377.9999999999936,2600
2024-04-05,POMO3,52,0.75,1.9,5.94,-4.74,78836.0,POMO3_Up_0.5_close_Afastado_1_Buy_Pavio,5.31,0.75,0.75,0.74,1,False,5.21,5.31,-939.9999999999962,9400
2024-04-05,SYNE3,12,0.83,1.93,4.58,-2.46,59042.0,SYNE3_Up_0.5_low_Afastado_-1_Buy_Movimento,3.17,1.0,0.83,0.83,1,False,3.26,3.17,1421.9999999999968,15800
2024-04-05,TASA4,31,0.81,0.97,2.37,-3.5,59822.0,TASA4_Up_0.5_close_Afastado_-0.5_Sell_Corpo,11.04,1.0,0.81,0.81,1,True,11.01,11.04,134.99999999999685,4500
2024-04-05,TFCO4,29,0.76,1.51,3.9,-4.24,64461.0,TFCO4_Down_0.5_open_Afastado_0.5_Buy_GAP,11.55,0.75,0.76,0.76,1,True,11.59,11.55,171.99999999999613,4300
2024-04-05,UGPA3,57,0.74,1.1,2.8,-3.33,65170.0,UGPA3_Up_0.5_open_Afastado_-0.5_Buy_Movimento,27.04,0.75,0.74,0.7,1,True,26.84,27.04,-359.99999999999875,1800
2024-04-05,VITT3,33,0.76,1.86,6.14,-4.59,67456.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,5.48,0.75,0.76,0.76,1,True,5.32,5.48,1456.0000000000007,9100
2024-04-08,AGXY3,9,0.89,2.91,5.52,-4.74,61706.0,AGXY3_Down_5_low_Afastado_1_Sell_Corpo,30.91,1.0,0.89,0.89,1,True,30.0,30.91,1456.0,1600
2024-04-08,BPAC11,35,0.71,1.19,3.17,-3.97,58416.0,BPAC11_Down_0.5_low_Afastado_1_Sell_Movimento,35.45,0.75,0.71,0.71,1,True,36.32,35.45,-1217.9999999999964,1400
2024-04-08,BRFS3,24,0.75,2.2,5.15,-3.2,66190.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,15.54,0.75,0.75,0.75,1,False,16.34,15.54,2560.0000000000023,3200
2024-04-08,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.11,0.75,0.74,0.74,1,True,4.05,4.11,732.000000000006,12200
2024-04-08,ETHE11,23,0.74,1.63,5.04,-4.91,58680.0,ETHE11_Down_0.5_high_Afastado_0_Buy_GAP,49.93,0.75,0.74,0.74,1,False,54.75,49.93,4820.0,1000
2024-04-08,FESA4,51,0.76,1.15,4.43,-4.17,61560.0,FESA4_Down_0.5_close_Afastado_1_Sell_Pavio,8.05,0.75,0.76,0.76,1,True,8.24,8.05,-1177.9999999999968,6200
2024-04-08,GGBR4,49,0.76,0.94,4.05,-2.98,62178.0,GGBR4_Down_0.5_close_Afastado_0_Sell_Corpo,18.02,0.75,0.76,0.76,1,False,18.34,18.02,-896.0000000000008,2800
2024-04-08,GGPS3,42,0.79,1.11,3.3,-4.09,64434.0,GGPS3_Down_0.5_high_Afastado_-1_Sell_Corpo,19.29,0.75,0.79,0.79,1,True,19.24,19.29,130.00000000000182,2600
2024-04-08,GRND3,53,0.72,1.07,4.24,-3.12,64411.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,5.52,0.75,0.72,0.72,1,False,5.66,5.52,-1274.0000000000048,9100
2024-04-08,HASH11,26,0.77,1.36,4.21,-2.9,61875.0,HASH11_Down_0.5_open_Afastado_0_Buy_GAP,51.5,0.75,0.77,0.77,1,False,55.3,51.5,3799.9999999999973,1000
2024-04-08,IRBR3,10,0.8,2.35,4.5,-3.25,59041.0,IRBR3_Up_3_close_Afastado_-1_Sell_Corpo,41.93,0.75,0.8,0.8,1,True,41.25,41.93,815.9999999999997,1200
2024-04-08,MDNE3,14,0.71,2.62,4.31,-3.1,62298.0,MDNE3_Up_1.5_low_Afastado_1_Buy_Corpo,12.46,0.75,0.71,0.71,1,True,12.98,12.46,2079.999999999998,4000
2024-04-08,NEOE3,34,0.71,1.0,2.42,-3.99,58487.0,NEOE3_Up_0.5_low_Afastado_-1_Buy_GAP,18.89,1.0,0.71,0.71,1,False,19.55,18.89,1716.0000000000005,2600
2024-04-08,RECV3,18,0.78,1.83,4.54,-3.29,60517.0,RECV3_Down_2_close_Afastado_-1_Sell_Corpo,16.91,0.75,0.78,0.78,1,True,17.18,16.91,-809.9999999999987,3000
2024-04-08,SMTO3,29,0.79,1.42,4.93,-4.53,60790.0,SMTO3_Down_1.5_close_Afastado_0.5_Sell_Corpo,28.94,0.75,0.79,0.79,1,True,29.58,28.94,-1087.999999999995,1700
2024-04-08,SYNE3,12,0.83,1.93,4.58,-2.46,59042.0,SYNE3_Up_0.5_low_Afastado_-1_Buy_Movimento,3.17,1.0,0.83,0.83,1,False,3.31,3.17,2212.0000000000014,15800
2024-04-08,TASA4,85,0.71,0.93,3.3,-3.01,64862.0,TASA4_Down_0.5_open_Afastado_0_Sell_Pavio,11.1,0.75,0.71,0.7,1,True,11.45,11.1,-1574.9999999999982,4500
2024-04-08,TGMA3,19,0.89,1.24,3.96,-1.79,59059.0,TGMA3_Up_1_low_Afastado_1_Buy_Corpo,24.16,0.75,0.89,0.89,1,True,24.39,24.16,483.00000000000085,2100
2024-04-08,VITT3,34,0.76,1.91,6.14,-4.59,68912.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,5.37,0.75,0.76,0.76,1,True,5.78,5.37,-3813.000000000001,9300
2024-04-09,ASAI3,24,0.75,1.73,4.37,-4.61,62216.0,ASAI3_Up_2_close_Afastado_-0.5_Sell_Corpo,13.8,0.75,0.75,0.75,1,False,14.4,13.8,-2159.9999999999986,3600
2024-04-09,BRFS3,24,0.75,2.2,5.15,-3.2,66190.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,15.73,0.75,0.75,0.75,1,False,16.79,15.73,3391.999999999996,3200
2024-04-09,CSAN3,28,0.71,1.42,4.25,-4.53,59851.0,CSAN3_Up_0.5_close_Afastado_1_Sell_Corpo,15.41,0.75,0.71,0.71,1,True,15.41,15.41,0.0,3200
2024-04-09,ELET3,31,0.77,1.03,3.95,-4.39,60096.0,ELET3_Up_0.5_low_Afastado_0_Sell_Movimento,40.71,0.75,0.77,0.77,1,False,41.59,40.71,-1056.0000000000032,1200
2024-04-09,GRND3,53,0.72,1.07,4.24,-3.12,64411.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,5.6,0.75,0.72,0.72,1,False,5.72,5.6,-1068.000000000001,8900
2024-04-09,MDNE3,15,0.73,2.76,4.31,-3.1,64378.0,MDNE3_Up_1.5_low_Afastado_1_Buy_Corpo,12.49,0.75,0.73,0.73,1,False,13.25,12.49,3039.999999999999,4000
2024-04-09,MULT3,16,0.88,1.63,4.24,-3.11,59917.0,MULT3_Up_1.5_close_Afastado_0.5_Sell_Corpo,23.96,1.0,0.88,0.88,1,True,24.3,23.96,-713.9999999999995,2100
2024-04-09,POMO3,52,0.75,1.9,5.94,-4.74,78836.0,POMO3_Up_0.5_close_Afastado_1_Buy_Pavio,5.32,0.75,0.75,0.74,1,True,5.26,5.32,-564.0000000000047,9400
