Date,Ativo,Rastreador,Entry_Open,Exit_Close,PNL,Entry_Date,Costs_R$,Rel_Volume_Entry
2022-04-20,CASH_SWEEP,LONG,110.92,110.05,-7836.38,2022-04-19,0.0,0.0
2022-04-22,CASH_SWEEP,LONG,110.05,106.75,-29724.4,2022-04-20,0.0,0.0
2022-04-25,CASH_SWEEP,LONG,106.75,106.76,90.09,2022-04-22,0.0,0.0
2022-04-26,CASH_SWEEP,LONG,106.76,104.28,-22338.35,2022-04-25,0.0,0.0
2022-04-27,CASH_SWEEP,LONG,104.28,105.52,11169.14,2022-04-26,0.0,0.0
2022-04-28,CASH_SWEEP,LONG,105.52,105.86,3062.55,2022-04-27,0.0,0.0
2022-04-29,CASH_SWEEP,LONG,105.86,103.4,-22158.16,2022-04-28,0.0,0.0
2022-05-02,CASH_SWEEP,LONG,103.4,102.72,-6125.03,2022-04-29,0.0,0.0
2022-05-03,CASH_SWEEP,LONG,102.72,102.72,0.0,2022-05-02,0.0,0.0
2022-05-04,CASH_SWEEP,LONG,102.72,104.38,14952.23,2022-05-03,0.0,0.0
2022-05-05,CASH_SWEEP,LONG,104.38,101.5,-25941.25,2022-05-04,0.0,0.0
2022-05-06,CASH_SWEEP,LONG,101.5,101.23,-2431.96,2022-05-05,0.0,0.0
2022-05-09,CASH_SWEEP,LONG,101.23,99.68,-13961.48,2022-05-06,0.0,0.0
2022-05-10,CASH_SWEEP,LONG,99.68,99.24,-3963.27,2022-05-09,0.0,0.0
2022-05-11,CASH_SWEEP,LONG,99.24,100.64,12610.35,2022-05-10,0.0,0.0
2022-05-12,CASH_SWEEP,LONG,100.64,102.04,12610.35,2022-05-11,0.0,0.0
2022-05-13,CASH_SWEEP,LONG,102.04,103.29,11259.23,2022-05-12,0.0,0.0
2022-05-16,CASH_SWEEP,LONG,103.29,104.4,9998.2,2022-05-13,0.0,0.0
2022-05-17,CASH_SWEEP,LONG,104.4,104.9,4503.69,2022-05-16,0.0,0.0
2022-05-18,CASH_SWEEP,LONG,104.9,102.21,-24229.89,2022-05-17,0.0,0.0
2022-05-19,CASH_SWEEP,LONG,102.21,103.08,7836.45,2022-05-18,0.0,0.0
2022-05-20,CASH_SWEEP,LONG,103.08,104.66,14231.69,2022-05-19,0.0,0.0
2022-05-23,CASH_SWEEP,LONG,104.66,106.76,18915.5,2022-05-20,0.0,0.0
2022-05-24,CASH_SWEEP,LONG,106.76,106.64,-1080.91,2022-05-23,0.0,0.0
2022-05-25,CASH_SWEEP,LONG,106.64,106.66,180.19,2022-05-24,0.0,0.0
2022-05-26,CASH_SWEEP,LONG,106.66,108.02,12249.98,2022-05-25,0.0,0.0
2022-05-27,CASH_SWEEP,LONG,108.02,107.9,-1080.84,2022-05-26,0.0,0.0
2022-05-30,CASH_SWEEP,LONG,107.9,106.92,-8827.27,2022-05-27,0.0,0.0
2022-05-31,CASH_SWEEP,LONG,106.92,107.18,2341.94,2022-05-30,0.0,0.0
2022-06-01,CASH_SWEEP,LONG,107.18,107.47,1830.41,2022-05-31,0.0,0.0
2022-06-02,CPFE3,LONG,31.36,32.02,1926.61,2022-06-01,194.54,9.02
2022-06-02,CASH_SWEEP,LONG,107.47,108.43,6075.63,2022-06-01,0.0,0.0
2022-06-03,CASH_SWEEP,LONG,108.43,107.48,-6012.33,2022-06-02,0.0,0.0
2022-06-06,RECV3,LONG,19.33,18.18,-5814.35,2022-06-01,186.79,3.64
2022-06-06,CASH_SWEEP,LONG,107.48,106.42,-7600.06,2022-06-03,0.0,0.0
2022-06-07,CASH_SWEEP,LONG,106.42,106.15,-1935.83,2022-06-06,0.0,0.0
