Date,Ativo,Rastreador,Entry_Open,Exit_Close,PNL,Entry_Date,Costs_R$,Rel_Volume_Entry
2022-06-08,CPLE3,LONG,5.51,5.37,-2538.32,2022-06-01,190.07,4.35
2022-06-08,CASH_SWEEP,LONG,106.15,104.6,-12481.07,2022-06-07,0.0,0.0
2022-06-09,CASH_SWEEP,LONG,104.6,103.68,-7408.09,2022-06-08,0.0,0.0
2022-06-10,HYPE3,LONG,35.8,32.82,-8096.55,2022-06-02,184.5,4.04
2022-06-10,CASH_SWEEP,LONG,103.68,101.82,-16557.96,2022-06-09,0.0,0.0
2022-06-13,CASH_SWEEP,LONG,101.82,99.12,-24035.71,2022-06-10,0.0,0.0
2022-06-14,CASH_SWEEP,LONG,99.12,98.36,-6765.64,2022-06-13,0.0,0.0
2022-06-15,CASH_SWEEP,LONG,98.36,99.38,9080.14,2022-06-14,0.0,0.0
2022-06-17,CASH_SWEEP,LONG,99.38,96.21,-25426.72,2022-06-15,0.0,0.0
2022-06-20,CASH_SWEEP,LONG,96.21,96.29,568.05,2022-06-17,0.0,0.0
2022-06-21,ENEV3,LONG,14.54,14.88,1978.53,2022-06-20,179.13,3.01
2022-06-21,CASH_SWEEP,LONG,96.29,96.4,884.4,2022-06-20,0.0,0.0
2022-06-22,CASH_SWEEP,LONG,96.4,96.03,-2974.79,2022-06-21,0.0,0.0
2022-06-23,CASH_SWEEP,LONG,96.03,94.66,-11014.64,2022-06-22,0.0,0.0
2022-06-24,CASH_SWEEP,LONG,94.66,95.47,6512.31,2022-06-23,0.0,0.0
2022-06-27,CASH_SWEEP,LONG,95.47,97.35,15115.02,2022-06-24,0.0,0.0
2022-06-28,CASH_SWEEP,LONG,97.35,97.05,-2411.94,2022-06-27,0.0,0.0
2022-06-29,CASH_SWEEP,LONG,97.05,96.0,-8441.93,2022-06-28,0.0,0.0
2022-06-30,CASH_SWEEP,LONG,96.0,95.0,-8039.91,2022-06-29,0.0,0.0
2022-07-01,CASH_SWEEP,LONG,95.0,95.63,4490.23,2022-06-30,0.0,0.0
2022-07-04,CASH_SWEEP,LONG,95.63,95.2,-3064.77,2022-07-01,0.0,0.0
2022-07-05,CASH_SWEEP,LONG,95.2,94.8,-2850.91,2022-07-04,0.0,0.0
2022-07-06,CASH_SWEEP,LONG,94.8,95.42,4418.94,2022-07-05,0.0,0.0
2022-07-07,CASH_SWEEP,LONG,95.42,97.38,13969.64,2022-07-06,0.0,0.0
2022-07-08,CASH_SWEEP,LONG,97.38,96.88,-3563.69,2022-07-07,0.0,0.0
2022-07-11,AXIA3,LONG,36.79,38.32,3546.69,2022-06-17,178.67,6.3
2022-07-11,CASH_SWEEP,LONG,96.88,94.8,-14904.16,2022-07-08,0.0,0.0
2022-07-12,CASH_SWEEP,LONG,94.8,94.9,716.54,2022-07-11,0.0,0.0
2022-07-13,CASH_SWEEP,LONG,94.9,94.51,-2794.53,2022-07-12,0.0,0.0
2022-07-14,CASH_SWEEP,LONG,94.51,92.55,-14044.34,2022-07-13,0.0,0.0
2022-07-15,CASH_SWEEP,LONG,92.55,93.27,5159.1,2022-07-14,0.0,0.0
2022-07-18,TEND3,LONG,5.3,3.94,-22451.21,2022-07-11,152.18,4.05
2022-07-18,CASH_SWEEP,LONG,93.27,93.37,698.35,2022-07-15,0.0,0.0
2022-07-19,CASH_SWEEP,LONG,93.37,94.7,9287.44,2022-07-18,0.0,0.0
2022-07-20,FLRY3,LONG,12.31,11.56,-5357.81,2022-07-01,168.02,6.41
2022-07-20,CASH_SWEEP,LONG,94.7,94.95,1960.25,2022-07-19,0.0,0.0
2022-07-21,CASH_SWEEP,LONG,94.95,95.35,3136.41,2022-07-20,0.0,0.0
2022-07-22,CASH_SWEEP,LONG,95.35,95.42,548.87,2022-07-21,0.0,0.0
2022-07-25,CASH_SWEEP,LONG,95.42,96.75,10428.55,2022-07-22,0.0,0.0
2022-07-26,CASH_SWEEP,LONG,96.75,96.15,-4704.59,2022-07-25,0.0,0.0
2022-07-27,CASH_SWEEP,LONG,96.15,97.83,13172.89,2022-07-26,0.0,0.0
2022-07-28,CASH_SWEEP,LONG,97.83,99.1,8880.28,2022-07-27,0.0,0.0
2022-07-29,CASH_SWEEP,LONG,99.1,99.3,1398.51,2022-07-28,0.0,0.0
2022-08-01,CASH_SWEEP,LONG,99.3,98.56,-3256.77,2022-07-29,0.0,0.0
2022-08-02,AURE3,LONG,11.06,10.93,-1091.87,2022-08-01,170.46,6.17
2022-08-02,CASH_SWEEP,LONG,98.56,99.53,4259.99,2022-08-01,0.0,0.0
2022-08-03,CASH_SWEEP,LONG,99.53,100.2,2942.46,2022-08-02,0.0,0.0
2022-08-04,CASH_SWEEP,LONG,100.2,102.48,8069.54,2022-08-03,0.0,0.0
2022-08-05,CASH_SWEEP,LONG,102.48,102.74,920.19,2022-08-04,0.0,0.0
2022-08-08,CASH_SWEEP,LONG,102.74,104.8,1962.16,2022-08-05,0.0,0.0
2022-08-09,EGIE3,LONG,24.85,24.73,-515.43,2022-08-08,176.66,3.54
2022-08-09,CASH_SWEEP,LONG,104.8,105.05,448.01,2022-08-08,0.0,0.0
2022-08-10,CASH_SWEEP,LONG,105.05,106.56,1416.52,2022-08-09,0.0,0.0
2022-08-11,CASH_SWEEP,LONG,106.56,105.88,-637.91,2022-08-10,0.0,0.0
2022-08-12,CPLE3,LONG,5.37,5.36,-244.34,2022-08-02,170.77,4.44
2022-08-12,CASH_SWEEP,LONG,105.88,108.64,68.38,2022-08-11,0.0,0.0
2022-08-15,CASH_SWEEP,LONG,108.64,108.97,-535.21,2022-08-12,0.0,0.0
2022-08-16,SBSP3,LONG,38.26,39.09,1847.15,2022-08-15,180.74,3.14
2022-08-16,CASH_SWEEP,LONG,108.97,109.76,-620.07,2022-08-15,0.0,0.0
2022-08-17,CASH_SWEEP,LONG,109.76,109.99,-582.87,2022-08-16,0.0,0.0
2022-08-18,CASH_SWEEP,LONG,109.99,109.94,170.11,2022-08-17,0.0,0.0
2022-08-19,GGPS3,LONG,11.14,10.84,-2493.29,2022-08-15,176.39,21.18
2022-08-19,ANIM3,LONG,4.38,4.19,-4229.73,2022-08-18,186.76,3.15
2022-08-19,CASH_SWEEP,LONG,109.94,107.53,4297.32,2022-08-18,0.0,0.0
2022-08-22,CASH_SWEEP,LONG,107.53,106.73,1426.49,2022-08-19,0.0,0.0
2022-08-23,EQTL3,LONG,22.13,22.51,1467.6,2022-08-12,183.35,3.23
2022-08-23,CEAB3,LONG,3.25,2.76,-14541.53,2022-08-17,177.45,3.61
2022-08-23,CASH_SWEEP,LONG,106.73,109.1,-369.22,2022-08-22,0.0,0.0
2022-08-24,CASH_SWEEP,LONG,109.1,109.18,-80.67,2022-08-23,0.0,0.0
2022-08-25,CASH_SWEEP,LONG,109.18,109.6,-423.51,2022-08-24,0.0,0.0
2022-08-26,CASH_SWEEP,LONG,109.6,108.36,1250.36,2022-08-25,0.0,0.0
2022-08-29,CASH_SWEEP,LONG,108.36,108.4,-40.34,2022-08-26,0.0,0.0
2022-08-30,CASH_SWEEP,LONG,108.4,106.4,2016.72,2022-08-29,0.0,0.0
2022-08-31,CASH_SWEEP,LONG,106.4,105.83,574.76,2022-08-30,0.0,0.0
2022-09-01,ITUB4,LONG,17.33,17.47,633.63,2022-08-10,180.05,3.51
2022-09-01,CASH_SWEEP,LONG,105.83,106.59,-806.56,2022-08-31,0.0,0.0
2022-09-02,CASH_SWEEP,LONG,106.59,107.09,-983.67,2022-09-01,0.0,0.0
2022-09-05,CASH_SWEEP,LONG,107.09,108.45,-5154.73,2022-09-02,0.0,0.0
2022-09-06,CASH_SWEEP,LONG,108.45,105.95,9475.61,2022-09-05,0.0,0.0
2022-09-08,PETR3,LONG,16.07,18.99,15468.73,2022-08-01,187.03,4.21
2022-09-08,PETR4,LONG,14.65,17.09,14171.67,2022-08-01,185.73,3.23
2022-09-08,CSMG3,LONG,8.69,9.3,5898.65,2022-08-04,176.74,3.04
2022-09-08,BBAS3,LONG,15.85,15.37,-2839.4,2022-08-12,179.04,5.43
2022-09-08,CASH_SWEEP,LONG,105.95,106.18,-46.28,2022-09-06,0.0,0.0
2022-09-09,CXSE3,LONG,6.71,6.49,-3237.31,2022-08-17,188.77,4.66
2022-09-09,CASH_SWEEP,LONG,106.18,108.4,1490.89,2022-09-08,0.0,0.0
2022-09-12,CASH_SWEEP,LONG,108.4,109.55,-272.06,2022-09-09,0.0,0.0
2022-09-13,CASH_SWEEP,LONG,109.55,106.98,2925.34,2022-09-12,0.0,0.0
2022-09-14,ASAI3,LONG,15.92,17.45,7880.05,2022-07-28,173.93,3.82
2022-09-14,AURE3,LONG,12.14,11.2,-7502.68,2022-09-01,184.19,6.56
2022-09-14,SMFT3,LONG,15.17,13.9,-8252.64,2022-09-05,186.95,3.14
2022-09-14,GGBR4,LONG,15.79,14.97,-5200.44,2022-09-12,191.68,3.19
2022-09-14,CASH_SWEEP,LONG,106.98,106.75,-301.61,2022-09-13,0.0,0.0
2022-09-15,ECOR3,LONG,5.92,5.59,-5594.0,2022-09-13,191.96,3.22
2022-09-15,CASH_SWEEP,LONG,106.75,106.11,-816.7,2022-09-14,0.0,0.0
2022-09-16,GGPS3,LONG,10.9,10.82,-806.15,2022-09-15,192.89,46.21
2022-09-16,CASH_SWEEP,LONG,106.11,105.6,-1111.96,2022-09-15,0.0,0.0
2022-09-19,RECV3,LONG,17.15,18.2,5590.51,2022-08-24,191.63,14.89
2022-09-19,CASH_SWEEP,LONG,105.6,108.22,931.27,2022-09-16,0.0,0.0
2022-09-20,CPFE3,LONG,31.68,31.71,-5.23,2022-09-19,194.14,5.37
2022-09-20,SBSP3,LONG,40.65,42.18,3549.38,2022-09-19,197.7,4.67
2022-09-20,CASH_SWEEP,LONG,108.22,108.85,1373.64,2022-09-19,0.0,0.0
2022-09-21,CASH_SWEEP,LONG,108.85,108.16,-1504.46,2022-09-20,0.0,0.0
2022-09-22,CASH_SWEEP,LONG,108.16,110.13,699.59,2022-09-21,0.0,0.0
2022-09-23,BPAC11,LONG,23.74,23.06,-2920.39,2022-09-22,194.5,4.69
2022-09-23,CASH_SWEEP,LONG,110.13,107.84,-749.82,2022-09-22,0.0,0.0
2022-09-26,VAMO3,LONG,11.94,11.82,-1089.03,2022-09-23,196.39,3.51
2022-09-26,CASH_SWEEP,LONG,107.84,105.13,-778.11,2022-09-23,0.0,0.0
2022-09-27,GMAT3,LONG,4.08,6.23,42939.42,2022-07-18,206.59,5.85
2022-09-27,PSSA3,LONG,16.39,17.76,7301.56,2022-08-08,184.48,3.37
2022-09-27,IGTI11,LONG,18.99,18.5,-2640.55,2022-09-22,194.78,3.43
2022-09-27,CASH_SWEEP,LONG,105.13,104.68,-1483.66,2022-09-26,0.0,0.0
2022-09-28,CASH_SWEEP,LONG,104.68,104.82,461.59,2022-09-27,0.0,0.0
2022-09-29,CASH_SWEEP,LONG,104.82,103.8,-3362.98,2022-09-28,0.0,0.0
2022-09-30,TEND3,LONG,5.38,6.58,19631.41,2022-08-08,196.83,3.78
2022-09-30,CASH_SWEEP,LONG,103.8,106.46,11541.12,2022-09-29,0.0,0.0
2022-10-03,CASH_SWEEP,LONG,106.46,112.4,25772.32,2022-09-30,0.0,0.0
2022-10-04,CASH_SWEEP,LONG,112.4,112.35,-36.19,2022-10-03,0.0,0.0
2022-10-05,CASH_SWEEP,LONG,112.35,113.32,-221.05,2022-10-04,0.0,0.0
2022-10-06,CASH_SWEEP,LONG,113.32,113.47,-34.18,2022-10-05,0.0,0.0
2022-10-07,CASH_SWEEP,LONG,113.47,112.78,157.25,2022-10-06,0.0,0.0
2022-10-10,CASH_SWEEP,LONG,112.78,112.08,159.52,2022-10-07,0.0,0.0
2022-10-11,CASH_SWEEP,LONG,112.08,110.89,271.19,2022-10-10,0.0,0.0
2022-10-13,CASH_SWEEP,LONG,110.89,110.26,756.87,2022-10-11,0.0,0.0
2022-10-14,CASH_SWEEP,LONG,110.26,108.22,2450.83,2022-10-13,0.0,0.0
2022-10-17,COGN3,LONG,2.18,2.54,15901.31,2022-09-19,210.06,3.49
2022-10-17,YDUQ3,LONG,12.82,11.78,-8325.54,2022-10-04,194.83,3.03
2022-10-17,CASH_SWEEP,LONG,108.22,109.9,-480.99,2022-10-14,0.0,0.0
2022-10-18,FLRY3,LONG,14.41,13.7,-5096.48,2022-10-04,198.06,3.06
2022-10-18,CASH_SWEEP,LONG,109.9,111.94,1205.02,2022-10-17,0.0,0.0
2022-10-19,CASH_SWEEP,LONG,111.94,112.35,242.18,2022-10-18,0.0,0.0
2022-10-20,CASH_SWEEP,LONG,112.35,112.9,-191.73,2022-10-19,0.0,0.0
2022-10-21,CURY3,LONG,6.79,8.6,25596.6,2022-09-02,218.78,7.59
2022-10-21,CYRE3,LONG,13.44,14.35,6498.1,2022-09-05,201.72,3.61
2022-10-21,CASH_SWEEP,LONG,112.9,116.43,2534.17,2022-10-20,0.0,0.0
2022-10-24,CASH_SWEEP,LONG,116.43,112.14,4655.43,2022-10-21,0.0,0.0
2022-10-25,SMFT3,LONG,14.51,13.99,-3885.26,2022-10-21,207.47,3.05
2022-10-25,CASH_SWEEP,LONG,112.14,110.48,296.12,2022-10-24,0.0,0.0
2022-10-26,CASH_SWEEP,LONG,110.48,108.78,303.26,2022-10-25,0.0,0.0
2022-10-27,ALOS3,LONG,15.16,16.57,9128.69,2022-09-14,207.97,3.99
2022-10-27,EQTL3,LONG,24.32,25.23,3703.44,2022-09-26,207.51,4.22
2022-10-27,CSMG3,LONG,10.75,10.25,-4816.71,2022-10-04,198.34,5.33
2022-10-27,AXIA3,LONG,42.33,40.42,-4831.64,2022-10-24,205.1,4.97
2022-10-27,CASH_SWEEP,LONG,108.78,110.0,3222.94,2022-10-26,0.0,0.0
2022-10-28,CASH_SWEEP,LONG,110.0,113.0,7925.26,2022-10-27,0.0,0.0
2022-10-31,CASH_SWEEP,LONG,113.0,112.15,-2245.49,2022-10-28,0.0,0.0
2022-11-01,CASH_SWEEP,LONG,112.15,112.81,1125.18,2022-10-31,0.0,0.0
2022-11-03,CASH_SWEEP,LONG,112.81,113.1,-57.1,2022-11-01,0.0,0.0
2022-11-04,BRKM5,LONG,32.14,33.66,4987.28,2022-10-13,220.89,7.85
2022-11-04,CASH_SWEEP,LONG,113.1,114.0,-134.65,2022-11-03,0.0,0.0
2022-11-07,CASH_SWEEP,LONG,114.0,111.22,3055.13,2022-11-04,0.0,0.0
2022-11-08,NEOE3,LONG,13.71,13.44,-2167.9,2022-10-24,207.76,3.79
2022-11-08,SAPR11,LONG,15.74,14.5,-8540.74,2022-11-03,205.98,3.91
2022-11-08,LREN3,LONG,22.28,21.64,-3210.77,2022-11-07,213.24,3.39
2022-11-08,CASH_SWEEP,LONG,111.22,112.3,1786.66,2022-11-07,0.0,0.0
2022-11-09,CASH_SWEEP,LONG,112.3,109.75,-1825.14,2022-11-08,0.0,0.0
2022-11-10,SBSP3,LONG,50.93,50.08,-1793.42,2022-10-04,201.37,4.46
2022-11-10,CASH_SWEEP,LONG,109.75,106.1,-5927.73,2022-11-09,0.0,0.0
2022-11-11,BRAV3,LONG,42.0,44.2,5482.75,2022-10-05,219.34,3.12
2022-11-11,INTB3,LONG,28.89,27.7,-4505.5,2022-10-17,209.49,3.47
2022-11-11,ANIM3,LONG,5.95,5.12,-14733.34,2022-11-01,195.4,4.68
2022-11-11,PSSA3,LONG,20.89,18.62,-11763.54,2022-11-04,203.19,3.25
2022-11-11,CASH_SWEEP,LONG,106.1,108.55,10825.22,2022-11-10,0.0,0.0
2022-11-14,AXIA6,LONG,31.21,31.52,927.48,2022-11-11,209.03,3.39
2022-11-14,CASH_SWEEP,LONG,108.55,109.24,3715.32,2022-11-11,0.0,0.0
2022-11-16,CASH_SWEEP,LONG,109.24,106.04,-17230.6,2022-11-14,0.0,0.0
2022-11-17,CPLE3,LONG,6.38,5.86,-8832.4,2022-11-03,205.69,4.82
2022-11-17,CASH_SWEEP,LONG,106.04,105.69,-2209.13,2022-11-16,0.0,0.0
2022-11-18,TIMS3,LONG,9.05,9.2,1640.18,2022-10-20,212.7,3.15
2022-11-18,CASH_SWEEP,LONG,105.69,104.85,-6152.88,2022-11-17,0.0,0.0
2022-11-21,CASH_SWEEP,LONG,104.85,106.08,9009.56,2022-11-18,0.0,0.0
2022-11-22,CASH_SWEEP,LONG,106.08,105.07,-5529.99,2022-11-21,0.0,0.0
2022-11-23,WEGE3,LONG,34.55,35.41,2476.39,2022-10-27,210.21,3.71
2022-11-23,CASH_SWEEP,LONG,105.07,105.24,1102.66,2022-11-22,0.0,0.0
2022-11-24,SAPR11,LONG,15.42,14.78,-4161.58,2022-11-22,192.04,3.59
2022-11-24,CASH_SWEEP,LONG,105.24,108.2,21838.96,2022-11-23,0.0,0.0
2022-11-25,CASH_SWEEP,LONG,108.2,105.07,-23093.21,2022-11-24,0.0,0.0
2022-11-28,CASH_SWEEP,LONG,105.07,105.15,590.26,2022-11-25,0.0,0.0
2022-11-29,CASH_SWEEP,LONG,105.15,107.29,15788.98,2022-11-28,0.0,0.0
2022-11-30,CASH_SWEEP,LONG,107.29,108.58,9517.66,2022-11-29,0.0,0.0
2022-12-01,CASH_SWEEP,LONG,108.58,107.06,-9819.97,2022-11-30,0.0,0.0
2022-12-02,ASAI3,LONG,19.08,19.11,56.81,2022-12-01,199.31,9.81
2022-12-02,CASH_SWEEP,LONG,107.06,107.95,6577.68,2022-12-01,0.0,0.0
2022-12-05,CASH_SWEEP,LONG,107.95,105.63,-17146.32,2022-12-02,0.0,0.0
2022-12-06,CPLE3,LONG,6.64,6.18,-6880.7,2022-11-22,189.32,5.82
2022-12-06,CASH_SWEEP,LONG,105.63,106.74,9161.2,2022-12-05,0.0,0.0
2022-12-07,CASH_SWEEP,LONG,106.74,105.59,-9491.34,2022-12-06,0.0,0.0
2022-12-08,CASH_SWEEP,LONG,105.59,103.57,-16671.69,2022-12-07,0.0,0.0
2022-12-09,CMIN3,LONG,2.54,2.63,3621.95,2022-11-09,214.43,3.18
2022-12-09,CASH_SWEEP,LONG,103.57,103.9,2758.11,2022-12-08,0.0,0.0
2022-12-12,CASH_SWEEP,LONG,103.9,101.8,-17551.51,2022-12-09,0.0,0.0
2022-12-13,CASH_SWEEP,LONG,101.8,100.3,-12536.81,2022-12-12,0.0,0.0
2022-12-14,CASH_SWEEP,LONG,100.3,100.7,3343.1,2022-12-13,0.0,0.0
2022-12-15,CASH_SWEEP,LONG,100.7,100.5,-1671.55,2022-12-14,0.0,0.0
2022-12-16,CASH_SWEEP,LONG,100.5,99.4,-9193.64,2022-12-15,0.0,0.0
2022-12-19,CASH_SWEEP,LONG,99.4,101.37,16465.01,2022-12-16,0.0,0.0
2022-12-20,CASH_SWEEP,LONG,101.37,103.55,18220.16,2022-12-19,0.0,0.0
2022-12-21,CASH_SWEEP,LONG,103.55,103.87,2674.52,2022-12-20,0.0,0.0
2022-12-22,CASH_SWEEP,LONG,103.87,103.93,445.81,2022-12-21,0.0,0.0
2022-12-23,CASH_SWEEP,LONG,103.93,106.0,15380.92,2022-12-22,0.0,0.0
2022-12-26,CASH_SWEEP,LONG,106.0,105.15,-5543.76,2022-12-23,0.0,0.0
2022-12-27,CASH_SWEEP,LONG,105.15,104.9,-1398.38,2022-12-26,0.0,0.0
2022-12-28,CASH_SWEEP,LONG,104.9,106.8,10627.68,2022-12-27,0.0,0.0
2022-12-29,CASH_SWEEP,LONG,106.8,105.95,-4754.52,2022-12-28,0.0,0.0
2023-01-02,CASH_SWEEP,LONG,105.95,102.63,-18570.46,2022-12-29,0.0,0.0
2023-01-03,RDOR3,LONG,25.49,23.38,-8163.78,2022-12-27,187.11,3.86
2023-01-03,CASH_SWEEP,LONG,102.63,100.48,-13898.4,2023-01-02,0.0,0.0
2023-01-04,AURE3,LONG,11.29,11.17,-1138.51,2022-12-09,195.04,3.89
2023-01-04,CASH_SWEEP,LONG,100.48,101.92,10696.73,2023-01-03,0.0,0.0
2023-01-05,CASH_SWEEP,LONG,101.92,104.27,17456.52,2023-01-04,0.0,0.0
2023-01-06,CASH_SWEEP,LONG,104.27,105.5,9136.85,2023-01-05,0.0,0.0
2023-01-09,CASH_SWEEP,LONG,105.5,105.35,-1114.26,2023-01-06,0.0,0.0
2023-01-10,CASH_SWEEP,LONG,105.35,107.18,13593.82,2023-01-09,0.0,0.0
2023-01-11,CASH_SWEEP,LONG,107.18,109.1,14262.34,2023-01-10,0.0,0.0
2023-01-12,CASH_SWEEP,LONG,109.1,108.26,-4672.1,2023-01-11,0.0,0.0
2023-01-13,CASH_SWEEP,LONG,108.26,107.35,-5061.49,2023-01-12,0.0,0.0
2023-01-16,CASH_SWEEP,LONG,107.35,105.47,-10456.65,2023-01-13,0.0,0.0
2023-01-17,CASH_SWEEP,LONG,105.47,107.8,10738.74,2023-01-16,0.0,0.0
2023-01-18,CASH_SWEEP,LONG,107.8,108.33,2442.71,2023-01-17,0.0,0.0
2023-01-19,CASH_SWEEP,LONG,108.33,109.11,2148.56,2023-01-18,0.0,0.0
2023-01-20,CASH_SWEEP,LONG,109.11,108.45,-1818.02,2023-01-19,0.0,0.0
2023-01-23,IRBR3,LONG,30.26,30.26,-96.24,2022-12-22,192.58,4.08
2023-01-23,CASH_SWEEP,LONG,108.45,107.9,-2002.58,2023-01-20,0.0,0.0
2023-01-24,CASH_SWEEP,LONG,107.9,109.43,4117.82,2023-01-23,0.0,0.0
2023-01-25,CASH_SWEEP,LONG,109.43,110.65,3283.5,2023-01-24,0.0,0.0
2023-01-26,CASH_SWEEP,LONG,110.65,110.42,-408.28,2023-01-25,0.0,0.0
2023-01-27,CASH_SWEEP,LONG,110.42,108.4,-3585.75,2023-01-26,0.0,0.0
2023-01-30,CASH_SWEEP,LONG,108.4,108.7,532.53,2023-01-27,0.0,0.0
2023-01-31,RECV3,LONG,23.33,22.53,-3609.2,2023-01-24,201.33,6.16
2023-01-31,CASH_SWEEP,LONG,108.7,109.84,3059.41,2023-01-30,0.0,0.0
2023-02-01,CASH_SWEEP,LONG,109.84,108.4,-3864.5,2023-01-31,0.0,0.0
2023-02-02,BRAV3,LONG,44.88,43.7,-2773.02,2023-01-12,200.83,3.37
2023-02-02,ISAE4,LONG,18.23,17.97,-1529.97,2023-01-19,199.35,3.52
2023-02-02,CASH_SWEEP,LONG,108.4,106.3,-9466.48,2023-02-01,0.0,0.0
2023-02-03,CASH_SWEEP,LONG,106.3,104.87,-6446.23,2023-02-02,0.0,0.0
2023-02-06,ALOS3,LONG,14.96,14.32,-4448.26,2023-01-12,199.16,3.64
2023-02-06,SAPR11,LONG,14.54,14.65,658.0,2023-01-19,201.54,5.37
2023-02-06,CASH_SWEEP,LONG,104.87,105.25,2431.34,2023-02-03,0.0,0.0
2023-02-07,CEAB3,LONG,2.44,2.48,1544.3,2023-01-17,202.6,5.98
2023-02-07,CASH_SWEEP,LONG,105.25,104.1,-8472.26,2023-02-06,0.0,0.0
2023-02-08,AURE3,LONG,11.91,11.69,-1970.3,2023-01-26,200.8,3.61
2023-02-08,CASH_SWEEP,LONG,104.1,106.34,18639.44,2023-02-07,0.0,0.0
2023-02-09,CASH_SWEEP,LONG,106.34,104.44,-14061.99,2023-02-08,0.0,0.0
2023-02-10,CASH_SWEEP,LONG,104.44,104.75,2294.31,2023-02-09,0.0,0.0
2023-02-13,CASH_SWEEP,LONG,104.75,105.47,5328.78,2023-02-10,0.0,0.0
2023-02-14,CASH_SWEEP,LONG,105.47,104.43,-6724.73,2023-02-13,0.0,0.0
2023-02-15,GGPS3,LONG,9.77,9.53,-2516.1,2023-02-14,194.71,3.64
2023-02-15,CASH_SWEEP,LONG,104.43,106.05,10425.87,2023-02-14,0.0,0.0
2023-02-16,CASH_SWEEP,LONG,106.05,106.5,2896.05,2023-02-15,0.0,0.0
2023-02-17,CASH_SWEEP,LONG,106.5,105.56,-5169.01,2023-02-16,0.0,0.0
2023-02-22,CASH_SWEEP,LONG,105.56,103.6,-8919.69,2023-02-17,0.0,0.0
2023-02-23,HYPE3,LONG,37.89,38.12,506.3,2023-02-22,200.66,3.03
2023-02-23,CASH_SWEEP,LONG,103.6,104.15,3036.45,2023-02-22,0.0,0.0
2023-02-24,CASH_SWEEP,LONG,104.15,102.38,-9771.82,2023-02-23,0.0,0.0
2023-02-27,ITUB4,LONG,18.28,17.69,-3249.45,2023-02-09,192.44,3.12
2023-02-27,CASH_SWEEP,LONG,102.38,102.29,-579.92,2023-02-24,0.0,0.0
2023-02-28,CASH_SWEEP,LONG,102.29,101.15,-7345.93,2023-02-27,0.0,0.0
2023-03-01,CASH_SWEEP,LONG,101.15,101.2,322.16,2023-02-28,0.0,0.0
2023-03-02,BBAS3,LONG,16.72,15.92,-4834.57,2023-02-15,193.5,3.36
2023-03-02,CASH_SWEEP,LONG,101.2,99.94,-9292.45,2023-03-01,0.0,0.0
2023-03-03,UGPA3,LONG,11.18,11.31,1058.09,2023-02-17,200.59,3.6
2023-03-03,CASH_SWEEP,LONG,99.94,100.42,4023.73,2023-03-02,0.0,0.0
2023-03-06,CASH_SWEEP,LONG,100.42,101.47,6795.8,2023-03-03,0.0,0.0
2023-03-07,CASH_SWEEP,LONG,101.47,100.9,-3689.14,2023-03-06,0.0,0.0
2023-03-08,CASH_SWEEP,LONG,100.9,103.22,15015.44,2023-03-07,0.0,0.0
2023-03-09,CASH_SWEEP,LONG,103.22,101.56,-10743.83,2023-03-08,0.0,0.0
2023-03-10,CASH_SWEEP,LONG,101.56,100.21,-8737.42,2023-03-09,0.0,0.0
2023-03-13,CASH_SWEEP,LONG,100.21,99.78,-2357.87,2023-03-10,0.0,0.0
2023-03-14,CASH_SWEEP,LONG,99.78,99.58,-1096.67,2023-03-13,0.0,0.0
2023-03-15,CASH_SWEEP,LONG,99.58,99.39,-1041.86,2023-03-14,0.0,0.0
2023-03-16,CASH_SWEEP,LONG,99.39,100.0,3344.89,2023-03-15,0.0,0.0
2023-03-17,CASH_SWEEP,LONG,100.0,98.85,-5173.59,2023-03-16,0.0,0.0
2023-03-20,POMO4,LONG,1.44,1.84,26595.08,2022-12-26,219.18,3.41
2023-03-20,GGPS3,LONG,10.39,9.98,-3873.96,2023-03-06,187.99,25.71
2023-03-20,TAEE11,LONG,28.37,28.22,-617.94,2023-03-17,196.31,3.93
2023-03-20,CASH_SWEEP,LONG,98.85,97.7,-6521.06,2023-03-17,0.0,0.0
2023-03-21,CASH_SWEEP,LONG,97.7,97.93,1304.23,2023-03-20,0.0,0.0
2023-03-22,CASH_SWEEP,LONG,97.93,97.03,-5103.44,2023-03-21,0.0,0.0
2023-03-23,CASH_SWEEP,LONG,97.03,94.58,-13892.65,2023-03-22,0.0,0.0
2023-03-24,CEAB3,LONG,2.54,2.38,-6126.9,2023-03-06,185.74,5.04
2023-03-24,TEND3,LONG,5.05,4.48,-11260.25,2023-03-13,186.89,3.35
2023-03-24,VIVA3,LONG,20.59,19.35,-6008.47,2023-03-20,190.66,4.36
2023-03-24,CASH_SWEEP,LONG,94.58,95.86,10907.7,2023-03-23,0.0,0.0
2023-03-27,CASH_SWEEP,LONG,95.86,96.54,5794.72,2023-03-24,0.0,0.0
2023-03-28,CASH_SWEEP,LONG,96.54,98.03,12697.24,2023-03-27,0.0,0.0
2023-03-29,CASH_SWEEP,LONG,98.03,98.55,3940.41,2023-03-28,0.0,0.0
2023-03-30,CASH_SWEEP,LONG,98.55,100.47,14549.08,2023-03-29,0.0,0.0
2023-03-31,CASH_SWEEP,LONG,100.47,98.49,-15003.77,2023-03-30,0.0,0.0
2023-04-03,CASH_SWEEP,LONG,98.49,98.3,-1439.71,2023-03-31,0.0,0.0
